"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.605935083E0,-1.172062683E-1,5.601202240E0,8.062234497E0
3.626089083E0,-9.445358276E-2,5.672753448E0,8.015681305E0
3.646243083E0,-5.972579956E-2,5.739963684E0,8.071215820E0
3.666396083E0,-1.423539734E-1,5.738766174E0,8.254734192E0
3.686550083E0,-1.160087585E-1,5.627547455E0,8.329428864E0
3.706704083E0,-6.706054688E-2,5.541027374E0,8.278085632E0
3.726857083E0,-1.637594604E-1,5.542524261E0,8.134085083E0
3.747011083E0,-2.186952209E-1,5.486540680E0,7.911797333E0
3.767164083E0,-3.528163147E-1,5.402714996E0,7.673043823E0
3.787318083E0,-3.140469360E-1,5.476511536E0,7.763755188E0
3.807472083E0,-1.484912109E-1,5.635331268E0,7.942782898E0
3.827625083E0,-1.284329224E-1,5.693560181E0,7.986192627E0
3.847779083E0,-1.240919495E-1,5.691314850E0,8.030500488E0
3.867933083E0,-3.234773254E-1,5.617967377E0,7.882158966E0
3.888086083E0,-1.317260742E-1,5.820346527E0,7.943830719E0
3.908240083E0,5.164260864E-2,5.975723419E0,8.181835785E0
3.928393083E0,-2.784210205E-2,5.912255402E0,8.440946960E0
3.948547083E0,-6.256988525E-2,5.803431702E0,8.488547974E0
3.968701083E0,-5.269042969E-2,5.770051117E0,8.299191742E0
3.988854708E0,-1.710942078E-1,5.698200531E0,7.986042938E0
4.009008708E0,-3.115022278E-1,5.616919556E0,7.812553711E0
4.029162708E0,-2.528242493E-1,5.541177063E0,7.918383636E0
4.049315708E0,-2.695893860E-1,5.571563873E0,8.017776947E0
4.069469708E0,-2.055226135E-1,5.610482941E0,8.074658661E0
4.089622708E0,-2.101629639E-1,5.670807495E0,8.014633484E0
4.109776708E0,-2.989283752E-1,5.630990295E0,7.892487488E0
4.129930708E0,-3.156935120E-1,5.593418427E0,7.823630676E0
4.150083708E0,-3.790118408E-1,5.535339203E0,7.860005035E0
4.170237708E0,-4.032614136E-1,5.543272705E0,8.009843445E0
4.190390708E0,-3.394940186E-1,5.544170837E0,8.060138855E0
4.210544708E0,-3.143463135E-1,5.582640839E0,7.977360992E0
4.230698708E0,-2.869532776E-1,5.655090179E0,7.938441925E0
4.250851708E0,-2.034269714E-1,5.719456329E0,7.992180176E0
4.271005708E0,-1.555265808E-1,5.702092438E0,8.036188660E0
4.291159708E0,-2.848576355E-1,5.647156677E0,8.117619324E0
4.311312708E0,-2.875520325E-1,5.589526520E0,8.133486328E0
4.331466708E0,-2.103126526E-1,5.633385315E0,8.121511230E0
4.351619708E0,-9.280700684E-2,5.742508392E0,8.052804108E0
4.371773708E0,-1.496887207E-3,5.805976410E0,8.003257141E0
4.391927708E0,4.116439819E-2,5.769751740E0,8.015381927E0
4.412080708E0,-6.286926270E-2,5.759423218E0,8.092321930E0
4.432234708E0,-8.592132568E-2,5.744604034E0,8.083340607E0
4.452387708E0,-8.457412720E-2,5.730682983E0,8.014034729E0
4.472541708E0,-7.514373779E-2,5.757028198E0,7.957003326E0
4.492695708E0,-8.696914673E-2,5.767955475E0,7.942333832E0
4.512848708E0,-5.403762817E-2,5.765710144E0,7.993677063E0
4.533002708E0,-8.711883545E-2,5.737269287E0,7.926017761E0
4.553156708E0,-1.306782532E-1,5.734874268E0,7.901019745E0
4.573309708E0,-1.082249451E-1,5.714815979E0,7.972870331E0
4.593463708E0,-9.086105347E-2,5.701793060E0,8.073311462E0
4.613616708E0,-8.382568359E-2,5.729635162E0,8.047864380E0
4.633770708E0,-1.148112488E-1,5.728886719E0,7.968679047E0
4.653924708E0,-1.956431580E-1,5.723797302E0,7.885901184E0
4.674077708E0,-2.008822632E-1,5.690716095E0,7.812404022E0
4.694231708E0,-2.133064270E-1,5.714217224E0,7.784262543E0
4.714385708E0,-1.624122620E-1,5.715265045E0,7.818241882E0
4.734538708E0,-2.026785278E-1,5.660478973E0,7.902516632E0
4.754692708E0,-1.939965820E-1,5.637426910E0,7.896828461E0
4.774845708E0,-1.017883301E-1,5.718707886E0,7.875123596E0
4.794999708E0,-1.706451416E-2,5.832471313E0,7.871680756E0
4.815153708E0,-6.885681152E-3,5.873785400E0,7.874524841E0
4.835306708E0,1.212478638E-2,5.843248901E0,7.878716125E0
4.855460708E0,7.783813477E-3,5.788313141E0,7.899522858E0
4.875613708E0,3.547622681E-2,5.836213531E0,8.027955780E0
4.895767708E0,5.089416504E-2,5.834417267E0,8.188571777E0
4.915921708E0,9.071136475E-2,5.843248901E0,8.224646759E0
4.936074708E0,1.423539734E-1,5.881868591E0,8.244255981E0
4.956228708E0,2.151026917E-1,5.926176453E0,8.114475861E0
4.976382708E0,1.558259583E-1,5.862409058E0,7.965834961E0
4.996534958E0,5.373825073E-2,5.752537537E0,7.868237915E0
5.016688958E0,-3.981719971E-2,5.717660065E0,7.795189819E0
5.036841958E0,-1.347198486E-2,5.759423218E0,7.793992310E0
5.056995958E0,6.960525513E-2,5.794300690E0,7.750582581E0
5.077149958E0,5.254074097E-2,5.762566681E0,7.736811218E0
5.097302958E0,-5.358856201E-2,5.703739014E0,7.755073242E0
5.117456958E0,-7.155120850E-2,5.700595551E0,7.786058807E0
5.137610958E0,-4.909790039E-2,5.731132050E0,7.892786865E0
5.157763958E0,-7.783813477E-3,5.765410767E0,7.924071808E0
5.177917958E0,-7.140151978E-2,5.752537537E0,7.884404297E0
5.198070958E0,-9.550140381E-2,5.750441895E0,7.841293945E0
5.218224958E0,-6.346801758E-2,5.752836914E0,7.955656128E0
5.238378958E0,-3.891906738E-2,5.727389832E0,8.122559052E0
5.258531958E0,-7.933502197E-2,5.739963684E0,8.087382202E0
5.278685958E0,-1.251397705E-1,5.715714111E0,7.976163483E0
5.298839958E0,-3.502716064E-2,5.742658081E0,8.030350800E0
5.318992958E0,-3.682342529E-2,5.770500183E0,8.091124420E0
5.339146958E0,-1.323248291E-1,5.722899170E0,8.014932861E0
5.359299958E0,-1.390608215E-1,5.673202515E0,7.995024261E0
5.379453958E0,-9.879455566E-2,5.666316833E0,8.051456909E0
5.399607958E0,-1.399589539E-1,5.706882477E0,8.075706482E0
5.419760958E0,-1.411564636E-1,5.699248352E0,7.989635468E0
5.439914958E0,-8.427474976E-2,5.722450104E0,7.929610291E0
5.460068958E0,-4.056564331E-2,5.754633179E0,7.867938538E0
5.480221958E0,-1.227447510E-1,5.789660339E0,7.875273285E0
5.500375958E0,-7.813751221E-2,5.718408508E0,7.929310913E0
5.520528958E0,-1.034349060E-1,5.656437378E0,7.963889008E0
5.540682958E0,-1.073268127E-1,5.673202515E0,8.013286285E0
5.560836958E0,-9.250762939E-2,5.759273529E0,8.053253174E0
5.580989958E0,-1.556762695E-2,5.792354736E0,8.013136597E0
5.601143958E0,-2.604583740E-2,5.776338043E0,7.887697449E0
5.621296958E0,-5.074447632E-2,5.757028198E0,7.900420990E0
5.641450958E0,-9.684860229E-2,5.706134033E0,7.962242432E0
5.661604958E0,-1.175056458E-1,5.687123566E0,7.976911926E0
5.681757958E0,-1.624122620E-1,5.701343994E0,7.948471069E0
5.701911958E0,-1.062789917E-1,5.693111115E0,7.880063324E0
5.722065958E0,-1.104702759E-1,5.756279755E0,7.840545502E0
5.742218958E0,-1.067280579E-1,5.737418976E0,7.882757721E0
5.762372958E0,-9.280700684E-2,5.743855591E0,7.954757996E0
5.782525958E0,-1.166075134E-1,5.692811737E0,7.979606323E0
5.802679958E0,-1.526824951E-1,5.684429169E0,8.016729126E0
5.822833958E0,-1.236428833E-1,5.701194305E0,8.056696014E0
5.842986958E0,-1.053808594E-1,5.705385590E0,8.018824768E0
5.863140958E0,-8.652008057E-2,5.697003021E0,8.043373718E0
5.883294958E0,-1.263372803E-1,5.668113098E0,8.076155548E0
5.903447958E0,-1.395098877E-1,5.669460297E0,8.023914185E0
5.923601958E0,-1.300794983E-1,5.707780609E0,7.976612549E0
5.943754958E0,-1.053808594E-1,5.703289948E0,7.907606049E0
5.963908958E0,-1.179547119E-1,5.685776367E0,7.945926361E0
5.984063333E0,-9.205856323E-2,5.699398041E0,8.023165741E0
6.004216333E0,-7.948471069E-2,5.676196289E0,7.955955505E0
6.024370333E0,-9.250762939E-2,5.683381348E0,7.938741302E0
6.044524333E0,-7.110214233E-2,5.695206757E0,7.994275818E0
6.064677333E0,-3.622467041E-2,5.750591583E0,8.018226013E0
6.084831333E0,1.526824951E-2,5.813311157E0,7.929759979E0
6.104985333E0,-2.125579834E-2,5.821843414E0,7.866591339E0
6.125138333E0,-1.347198486E-3,5.770500183E0,7.902816010E0
6.145292333E0,-3.128494263E-2,5.740861816E0,8.040829010E0
6.165445333E0,-4.849914551E-2,5.718707886E0,8.043074341E0
6.185599333E0,-4.939727783E-2,5.724994812E0,7.996521149E0
6.205753333E0,-3.218307495E-2,5.726342010E0,7.938890991E0
6.225906333E0,-4.161346436E-2,5.751340027E0,7.883057098E0
6.246060333E0,-1.085243225E-1,5.756279755E0,7.882608032E0
6.266214333E0,-5.463638306E-2,5.712870026E0,7.952662354E0
6.286367333E0,-3.966751099E-2,5.689219208E0,8.009843445E0
6.306521333E0,-7.095245361E-2,5.695805511E0,8.045619049E0
6.326674333E0,-9.639953613E-2,5.690267029E0,8.055498505E0
6.346828333E0,-7.289840698E-2,5.669759674E0,8.049960022E0
6.366982333E0,-7.244934082E-2,5.636229401E0,8.093669128E0
6.387135333E0,-1.691482544E-2,5.676046600E0,8.080945587E0
6.407289333E0,-3.966751099E-2,5.743406525E0,7.930059357E0
6.427443333E0,-5.777984619E-2,5.752387848E0,7.814649353E0
6.447596333E0,-5.134323120E-2,5.704786835E0,7.877368927E0
6.467750333E0,-6.915618896E-2,5.687273254E0,7.980205078E0
6.487903333E0,-5.583389282E-2,5.715115356E0,7.974217529E0
6.508057333E0,-5.733078003E-2,5.706882477E0,7.864346008E0
6.528211333E0,3.787124634E-2,5.725294189E0,7.857610016E0
6.548364333E0,2.380050659E-2,5.752537537E0,7.962990875E0
6.568518333E0,-1.586700439E-2,5.713618469E0,8.017327881E0
6.588672333E0,-3.832031250E-2,5.711822205E0,8.086184692E0
6.608825333E0,-4.864883423E-2,5.674250336E0,8.054151306E0
6.628979333E0,4.939727783E-3,5.739364929E0,8.043074341E0
6.649133333E0,7.170089722E-2,5.795647888E0,8.045619049E0
6.669286333E0,6.152206421E-2,5.773943024E0,8.094118195E0
6.689440333E0,-1.706451416E-2,5.668711853E0,8.074658661E0
6.709593333E0,-9.056167603E-2,5.623206482E0,8.045020294E0
6.729747333E0,-7.229965210E-2,5.632786560E0,8.011040955E0
6.749901333E0,-4.400848389E-2,5.673352203E0,8.026758270E0
6.770054333E0,-1.407073975E-2,5.718558197E0,7.987839203E0
6.790208333E0,-5.014572144E-2,5.668711853E0,7.900121613E0
6.810362333E0,-7.229965210E-2,5.643713837E0,7.905510406E0
6.830515333E0,-6.227050781E-2,5.655988312E0,7.934849396E0
6.850669333E0,-3.787124634E-2,5.671256561E0,7.953560486E0
6.870823333E0,-5.538482666E-3,5.682483215E0,7.926167450E0
6.890976333E0,-3.218307495E-2,5.724246368E0,7.855065308E0
6.911130333E0,2.784210205E-2,5.745801544E0,7.953710175E0
6.931283333E0,1.212478638E-2,5.723497925E0,8.083190918E0
6.951437333E0,-2.664459229E-2,5.711672516E0,8.062084808E0
6.971591333E0,2.634521484E-2,5.672005005E0,8.028554535E0
6.991744208E0,3.472778320E-2,5.723946991E0,8.089178467E0
7.011898208E0,-7.634124756E-3,5.658982086E0,8.156688080E0
7.032052208E0,-3.382965088E-2,5.603597260E0,8.058791656E0
7.052205208E0,-6.676116943E-2,5.664819946E0,7.892786865E0
7.072359208E0,1.826202393E-2,5.719306641E0,7.872728577E0
7.092513208E0,4.415817261E-2,5.734574890E0,8.007897491E0
7.112666208E0,-1.092727661E-2,5.648503876E0,8.121062164E0
7.132820208E0,-9.774673462E-2,5.585784302E0,8.077502747E0
7.152973208E0,-8.816665649E-2,5.595514069E0,8.042026520E0
7.173127208E0,-3.098556519E-2,5.637875977E0,7.988138580E0
7.193281208E0,-1.811233521E-2,5.681285706E0,7.965385895E0
7.213434208E0,6.586303711E-3,5.679190063E0,7.993826752E0
7.233588208E0,-5.089416504E-3,5.682782593E0,7.995922394E0
7.253742208E0,-6.062393188E-2,5.661227417E0,7.911947021E0
7.273895208E0,-4.700225830E-2,5.662873993E0,7.921976166E0
7.294049208E0,-3.772155762E-2,5.708529053E0,7.958051147E0
7.314203208E0,-9.580078125E-3,5.729485474E0,7.997718658E0
7.334356208E0,1.751358032E-2,5.698050842E0,8.087082825E0
7.354510208E0,2.694396973E-3,5.685476990E0,8.142168274E0
7.374663208E0,-5.972579956E-2,5.688470764E0,8.065377960E0
7.394817208E0,-7.289840698E-2,5.673950958E0,7.970325623E0
7.414971208E0,-7.439529419E-2,5.649402008E0,8.017477570E0
7.435124208E0,-9.819580078E-2,5.658083954E0,8.111482086E0
7.455278208E0,-1.601669312E-2,5.659730530E0,8.107141113E0
7.475432208E0,-3.128494263E-2,5.607489166E0,7.979306946E0
7.495585208E0,-5.538482666E-2,5.612129517E0,7.930957489E0
7.515739208E0,-6.556365967E-2,5.629643097E0,7.999514923E0
7.535893208E0,-8.906478882E-2,5.648054810E0,8.011340332E0
7.556046208E0,-7.514373779E-2,5.621859283E0,7.993377686E0
7.576200208E0,-4.670288086E-2,5.677992554E0,7.986791382E0
7.596354208E0,-6.840774536E-2,5.701493683E0,7.935897217E0
7.616507208E0,-3.876937866E-2,5.695506134E0,7.923622742E0
7.636661208E0,-8.681945801E-3,5.677992554E0,7.976163483E0
7.656814208E0,1.706451416E-2,5.674250336E0,8.071964264E0
7.676968208E0,3.652404785E-2,5.699547729E0,8.091573486E0
7.697122208E0,7.484436035E-4,5.691015472E0,8.066126404E0
7.717275208E0,-1.541793823E-2,5.689967651E0,8.042625275E0
7.737429208E0,9.131011963E-3,5.696553955E0,8.106692047E0
7.757583208E0,-2.080673218E-2,5.689069519E0,8.111931152E0
7.777736208E0,-9.505233765E-2,5.671855316E0,7.968379669E0
7.797890208E0,-5.748046875E-2,5.648952942E0,7.783514099E0
7.818044208E0,-3.832031250E-2,5.695356445E0,7.827971649E0
7.838197208E0,-4.176315308E-2,5.686824188E0,8.025560760E0
7.858351208E0,-5.328918457E-2,5.632936249E0,8.160430298E0
7.878504208E0,-6.780899048E-2,5.604046326E0,8.091124420E0
7.898658208E0,-6.152206421E-2,5.599256287E0,7.990234222E0
7.918812208E0,-2.679428101E-2,5.640570374E0,8.018675079E0
7.938965208E0,-4.775070190E-2,5.685926056E0,8.057145081E0
7.959119208E0,-5.358856201E-2,5.693410492E0,8.059839478E0
7.979273208E0,-3.053649902E-2,5.655389557E0,8.027955780E0
7.999426000E0,-2.350112915E-2,5.633235626E0,7.999215546E0
8.019580000E0,-7.289840698E-2,5.641767883E0,8.003257141E0
8.039734000E0,-8.262817383E-2,5.629792786E0,8.034542084E0
8.059887000E0,-7.619155884E-2,5.668262787E0,8.007747803E0
8.080041000E0,-6.765930176E-2,5.705684967E0,7.926915894E0
8.100194000E0,1.496887207E-4,5.712121582E0,7.880811768E0
8.120348000E0,-9.580078125E-3,5.670957184E0,7.934550018E0
8.140502000E0,-5.239105225E-2,5.652246094E0,8.027955780E0
8.160655000E0,-7.214996338E-2,5.653293915E0,8.086633759E0
8.180809000E0,-6.406677246E-2,5.657934265E0,8.021818542E0
8.200963000E0,-4.086502075E-2,5.668711853E0,7.945626984E0
8.221116000E0,-3.847000122E-2,5.661975861E0,8.040230255E0
8.241270000E0,-5.358856201E-2,5.645360413E0,8.154293060E0
8.261424000E0,-6.047424316E-2,5.596412201E0,8.120164032E0
