"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.935734833E0,-6.204597473E-1,5.798042908E0,7.995024261E0
1.955888833E0,-1.048270111E0,5.597460022E0,7.511230316E0
1.976041833E0,-1.358574829E0,5.329367523E0,7.296127625E0
1.996194833E0,-1.464704132E0,5.222789154E0,7.310348053E0
2.016348833E0,-1.251846771E0,5.312602386E0,7.657625885E0
2.036501833E0,-9.669891357E-1,5.463638306E0,8.007149048E0
2.056654833E0,-8.623567200E-1,5.595663757E0,8.155041504E0
2.076808833E0,-1.036444702E0,5.572611694E0,7.883955231E0
2.096961833E0,-1.355581055E0,5.575605469E0,7.678133240E0
2.117114833E0,-1.414708099E0,5.584586792E0,7.733967133E0
2.137268833E0,-1.223854980E0,5.657634888E0,7.883506165E0
2.157421833E0,-1.058748322E0,5.818400574E0,8.049211578E0
2.177574833E0,-6.845265198E-1,6.013894043E0,8.141719208E0
2.197727833E0,-4.619393921E-1,5.975124664E0,8.101902008E0
2.217881833E0,-7.918533325E-1,5.878425751E0,7.707771606E0
2.238034833E0,-1.227896576E0,5.824837189E0,7.445516968E0
2.258187833E0,-1.189276886E0,5.786367188E0,7.624544678E0
2.278341833E0,-9.541159058E-1,5.769602051E0,7.974965973E0
2.298494833E0,-6.962022400E-1,5.796546021E0,8.288114777E0
2.318647833E0,-4.532574463E-1,5.798791351E0,8.360564117E0
2.338801833E0,-6.544390869E-1,5.780529327E0,8.137378235E0
2.358954833E0,-9.030720520E-1,5.758076019E0,7.834557953E0
2.379107833E0,-9.771679688E-1,5.726641388E0,7.711663513E0
2.399261833E0,-8.454418945E-1,5.648204498E0,7.851323090E0
2.419414833E0,-7.804769897E-1,5.594017181E0,7.876470795E0
2.439567833E0,-7.842192078E-1,5.689219208E0,7.792794800E0
2.459721833E0,-7.226971436E-1,5.769901428E0,7.685168610E0
2.479874833E0,-6.776408386E-1,5.838907928E0,7.518415375E0
2.500027833E0,-7.532336426E-1,5.944887543E0,7.396419067E0
2.520181833E0,-8.542735291E-1,6.055657196E0,7.536677399E0
2.540334833E0,-9.421408081E-1,5.919590149E0,7.770491180E0
2.560487833E0,-1.123713226E0,5.651946716E0,7.999814301E0
2.580641833E0,-1.218166809E0,5.701793060E0,8.031997375E0
2.600794833E0,-1.152902527E0,5.840105438E0,7.813751221E0
2.620947833E0,-9.517208862E-1,5.951773224E0,7.682923279E0
2.641101833E0,-8.665480042E-1,5.811065826E0,7.676786041E0
2.661254833E0,-9.126521301E-1,5.684279480E0,7.772137756E0
2.681407833E0,-9.906399536E-1,5.598956909E0,8.026309204E0
2.701561833E0,-9.392967224E-1,5.658083954E0,8.281079407E0
2.721714833E0,-7.746391296E-1,5.749543762E0,8.438551941E0
2.741867833E0,-7.731422424E-1,5.876779175E0,8.565937042E0
2.762021708E0,-7.554789734E-1,5.828579407E0,8.459208984E0
2.782174708E0,-7.641609192E-1,5.443130951E0,8.012687531E0
2.802327708E0,-9.358538818E-1,5.247038727E0,7.673343201E0
2.822481708E0,-1.025667114E0,5.261408844E0,7.656578064E0
2.842634708E0,-9.144483948E-1,5.326373749E0,7.922724609E0
2.862787708E0,-8.794212341E-1,5.319937134E0,7.769593048E0
2.882941708E0,-9.601034546E-1,5.257067871E0,8.120463409E0
2.903094708E0,-1.163081360E0,5.302423553E0,8.064030762E0
2.923247708E0,-1.253493347E0,5.448070679E0,7.787406006E0
2.943401708E0,-1.139430542E0,5.676345978E0,7.902816010E0
2.963554708E0,-9.060658264E-1,5.834866333E0,8.358618164E0
2.983707708E0,-9.053173828E-1,5.823190613E0,8.674461365E0
3.003861708E0,-9.608518982E-1,5.782624969E0,8.627459106E0
3.024014708E0,-1.003363495E0,5.631738739E0,8.442892914E0
3.044167708E0,-1.039288788E0,5.464536438E0,7.949818268E0
3.064321708E0,-1.016985168E0,5.470673676E0,7.757617950E0
3.084474708E0,-8.195457458E-1,5.566025391E0,7.809859314E0
3.104627708E0,-7.092251587E-1,5.509143677E0,7.938142548E0
3.124781708E0,-8.357121277E-1,5.329517212E0,7.982300720E0
3.144934708E0,-9.951306152E-1,5.271737366E0,7.939789124E0
3.165087708E0,-8.686436462E-1,5.322631531E0,7.997868347E0
3.185241708E0,-7.487429810E-1,5.614075470E0,8.315058746E0
3.205394708E0,-5.959107971E-1,5.862409058E0,8.328979797E0
3.225547708E0,-4.897814941E-1,6.011349335E0,8.117020569E0
3.245701708E0,-4.773573303E-1,5.997128906E0,7.678582306E0
3.265854708E0,-6.110293579E-1,5.717959442E0,7.283703461E0
3.286007708E0,-1.001866608E0,5.580545197E0,7.423662415E0
3.306161708E0,-9.060658264E-1,5.452411652E0,8.050708466E0
3.326314708E0,-6.845265198E-1,5.358706512E0,8.534502411E0
3.346467708E0,-7.900570679E-1,5.401218109E0,8.286468201E0
3.366621708E0,-9.699829102E-1,5.437592468E0,7.993527374E0
3.386774708E0,-1.177900543E0,5.481151886E0,7.813302155E0
3.406927708E0,-1.205443268E0,5.361101532E0,7.815547485E0
3.427081708E0,-1.178648987E0,5.241051178E0,7.940088501E0
3.447234708E0,-1.151255951E0,5.233566742E0,8.142916718E0
3.467387708E0,-9.223818970E-1,5.268444214E0,8.485404510E0
3.487541708E0,-7.996371460E-1,5.462141418E0,8.589438171E0
3.507694708E0,-6.887178040E-1,5.709277496E0,8.278235321E0
3.527847708E0,-7.072792053E-1,5.928122406E0,8.072712708E0
3.548001708E0,-7.661068726E-1,5.878126373E0,8.131690063E0
3.568154708E0,-1.000818787E0,5.542075195E0,8.136330414E0
3.588308708E0,-1.137634277E0,5.343138885E0,8.015531616E0
3.608461708E0,-8.464897156E-1,5.363346863E0,8.011639709E0
3.628614708E0,-5.837860107E-1,5.516927490E0,7.917335815E0
3.648768708E0,-4.308041382E-1,5.596561890E0,7.815697174E0
3.668921708E0,-3.995191956E-1,5.564827881E0,7.831713867E0
3.689074708E0,-4.968168640E-1,5.504353638E0,7.838449860E0
3.709228708E0,-5.915698242E-1,5.516927490E0,7.970175934E0
3.729381708E0,-5.310955811E-1,5.566175079E0,8.143665161E0
3.749534708E0,-5.049000549E-1,5.694009247E0,8.200097809E0
3.769688583E0,-5.559439087E-1,5.843847656E0,8.047415314E0
3.789841583E0,-4.700225830E-1,5.927523651E0,7.836054840E0
3.809994583E0,-4.411326599E-1,5.857319641E0,7.814948730E0
3.830148583E0,-5.412744141E-1,5.776787109E0,7.865693207E0
3.850301583E0,-5.587879944E-1,5.778134308E0,7.936046906E0
3.870454583E0,-5.733078003E-1,5.729635162E0,7.975115662E0
3.890608583E0,-6.351292419E-1,5.623655548E0,8.029602356E0
3.910761583E0,-7.382647705E-1,5.576054535E0,7.856262817E0
3.930914583E0,-8.479866028E-1,5.628744965E0,7.767048340E0
3.951068583E0,-8.232879639E-1,5.691614227E0,7.855214996E0
3.971221583E0,-8.505313110E-1,5.645360413E0,7.958799591E0
3.991374583E0,-8.831634521E-1,5.566773834E0,7.892786865E0
4.011528583E0,-9.734257507E-1,5.576353912E0,7.861501923E0
4.031681583E0,-8.843609619E-1,5.611680450E0,8.029752045E0
4.051834583E0,-7.378157043E-1,5.654940491E0,8.253237305E0
4.071988583E0,-6.902146912E-1,5.745202789E0,8.241711273E0
4.092141583E0,-6.167175293E-1,5.861810303E0,8.060737610E0
4.112294583E0,-5.304968262E-1,5.833070068E0,7.987390137E0
4.132448583E0,-5.770500183E-1,5.749094696E0,8.167166290E0
4.152601583E0,-6.682104492E-1,5.631139984E0,8.166717224E0
4.172754583E0,-7.469467163E-1,5.661826172E0,8.111781464E0
4.192908583E0,-6.486012268E-1,5.583688660E0,7.971822510E0
4.213061583E0,-7.882608032E-1,5.373525696E0,7.933651886E0
4.233215583E0,-9.270222473E-1,5.391488342E0,7.947423248E0
4.253368583E0,-7.897576904E-1,5.499264221E0,8.120014343E0
4.273521583E0,-5.388793945E-1,5.577551422E0,8.232580261E0
4.293675583E0,-5.921685791E-1,5.557343445E0,7.984546051E0
4.313828583E0,-7.065307617E-1,5.518873444E0,7.829019470E0
4.333981583E0,-7.914042664E-1,5.495971069E0,7.911198578E0
4.354135583E0,-6.878196716E-1,5.561534729E0,8.104147339E0
4.374288583E0,-4.900808716E-1,5.648354187E0,8.189469910E0
4.394441583E0,-5.828878784E-1,5.696254578E0,8.120613098E0
4.414595583E0,-7.011419678E-1,5.644611969E0,7.934250641E0
4.434748583E0,-7.279362488E-1,5.536087646E0,7.977959747E0
4.454901583E0,-7.496411133E-1,5.474415894E0,8.171207886E0
4.475055583E0,-7.417076111E-1,5.500012665E0,8.122259674E0
4.495208583E0,-7.198530579E-1,5.514382782E0,7.891140289E0
4.515361583E0,-7.086264038E-1,5.529651031E0,7.825726318E0
4.535515583E0,-6.584806824E-1,5.556145935E0,7.943830719E0
4.555668583E0,-5.442681885E-1,5.688171387E0,8.106991425E0
4.575821583E0,-5.572911072E-1,5.680387573E0,8.059689789E0
4.595975583E0,-6.715036011E-1,5.560037842E0,7.933352509E0
4.616128583E0,-7.548802185E-1,5.510490875E0,7.881111145E0
4.636281583E0,-7.249424744E-1,5.529800720E0,7.913144531E0
4.656435583E0,-6.083349609E-1,5.605543213E0,7.991132355E0
4.676588583E0,-5.098397827E-1,5.627098389E0,8.021668854E0
4.696741583E0,-4.978646851E-1,5.676645355E0,8.034841461E0
4.716895583E0,-5.375321960E-1,5.580545197E0,7.958949280E0
4.737048583E0,-6.569837952E-1,5.529351654E0,7.977810059E0
4.757202583E0,-7.209008789E-1,5.488037567E0,8.025261383E0
4.777355583E0,-6.655160522E-1,5.566923523E0,8.252937927E0
4.797508583E0,-5.965095520E-1,5.623056793E0,8.280630341E0
4.817662583E0,-6.441105652E-1,5.567372589E0,8.137677612E0
4.837815583E0,-7.713459778E-1,5.428311768E0,8.455915833E0
4.857968583E0,-8.125103760E-1,5.262606354E0,8.709937592E0
4.878122583E0,-6.421646118E-1,5.103786621E0,8.706494751E0
4.898275583E0,-4.647834778E-1,5.047054596E0,8.615334320E0
4.918428583E0,-3.806584167E-1,5.122348022E0,8.613388367E0
4.938582583E0,-5.776487732E-1,5.014572144E0,8.732241211E0
4.958735583E0,-6.927593994E-1,4.835993500E0,8.692274323E0
4.978888583E0,-8.723858643E-1,4.685406647E0,8.500972137E0
4.999042583E0,-8.535250854E-1,4.674479370E0,8.298443298E0
5.019195583E0,-6.960525513E-1,4.688699799E0,8.154742126E0
5.039348583E0,-7.923023987E-1,4.692142639E0,8.271050262E0
5.059502583E0,-8.108638000E-1,4.730013885E0,8.349487152E0
5.079655583E0,-5.818400574E-1,4.860841827E0,8.342152405E0
5.099808583E0,-3.484753418E-1,4.985083466E0,8.318651276E0
5.119962583E0,-1.342707825E-1,5.073549500E0,8.405171356E0
5.140115583E0,6.885681152E-3,5.010829926E0,8.245154114E0
5.160269583E0,-2.245330811E-3,4.956492920E0,8.022267609E0
5.180422583E0,-1.076261902E-1,5.077591095E0,8.060288544E0
5.200575583E0,-1.695973206E-1,5.202730865E0,8.121960297E0
5.220729583E0,-1.872605896E-1,5.222340088E0,8.133636017E0
5.240882583E0,-1.188528442E-1,5.254523163E0,8.223149872E0
5.261035583E0,-1.041833496E-1,5.283113708E0,8.368048553E0
5.281189583E0,-9.520202637E-2,5.265151062E0,8.302185516E0
5.301342583E0,-1.631607056E-2,5.391188965E0,8.268056488E0
5.321495583E0,1.044827271E-1,5.416186981E0,8.365354156E0
5.341649583E0,1.971400452E-1,5.279670868E0,8.522227936E0
5.361802583E0,2.079176331E-1,5.207820282E0,8.742869110E0
5.381955583E0,1.119671631E-1,5.131778412E0,8.859027557E0
5.402109583E0,1.646575928E-2,5.138215027E0,8.816515961E0
5.422262583E0,-1.425036621E-1,5.090614014E0,8.637488251E0
5.442415583E0,-2.653981018E-1,5.043013000E0,8.400531006E0
5.462569583E0,-3.423381042E-1,5.043611755E0,8.237819366E0
5.482722583E0,-3.143463135E-1,5.080884247E0,8.253536682E0
5.502876583E0,-2.314187622E-1,5.161117401E0,8.373736725E0
5.523029583E0,-2.453398132E-1,5.215155029E0,8.393495636E0
5.543182583E0,-2.311193848E-1,5.228926392E0,8.277486877E0
5.563336583E0,-1.868115234E-1,5.222190399E0,8.261619873E0
5.583489583E0,-2.040257263E-1,5.215753784E0,8.330776062E0
5.603642583E0,-3.198847961E-1,5.170398102E0,8.309669952E0
5.623796583E0,-4.966671753E-1,5.079237671E0,8.256380768E0
5.643949583E0,-5.185217285E-1,5.028044128E0,8.288713531E0
5.664102583E0,-4.707710266E-1,5.045408020E0,8.389454041E0
5.684256583E0,-4.478686523E-1,5.131329346E0,8.382268982E0
5.704409583E0,-4.385879517E-1,5.166805573E0,8.364156647E0
5.724562583E0,-3.176394653E-1,5.248236237E0,8.302933960E0
5.744716583E0,-2.266287231E-1,5.313650208E0,8.293353882E0
5.764870375E0,-2.076182556E-1,5.332660675E0,8.344397736E0
5.785023375E0,-2.366578674E-1,5.258714447E0,8.280181274E0
5.805177375E0,-3.236270142E-1,5.220693512E0,8.159981232E0
5.825330375E0,-2.432441711E-1,5.226381683E0,8.117769012E0
5.845483375E0,-1.642085266E-1,5.325325928E0,8.138575745E0
5.865637375E0,-9.101074219E-2,5.411995697E0,8.165370026E0
5.885790375E0,-1.314266968E-1,5.436245270E0,8.209677887E0
5.905944375E0,-1.597178650E-1,5.391937408E0,8.289761353E0
5.926097375E0,-2.297721863E-1,5.315147095E0,8.320447540E0
5.946250375E0,-2.401007080E-1,5.230273590E0,8.279582520E0
5.966404375E0,-1.689985657E-1,5.179978180E0,8.387957153E0
5.986557375E0,-1.808239746E-1,5.278922424E0,8.510103149E0
6.006710375E0,-1.932481384E-1,5.381758575E0,8.491242371E0
6.026864375E0,-2.110610962E-1,5.364095306E0,8.376880188E0
6.047017375E0,-2.540217590E-1,5.333109741E0,8.233328705E0
6.067170375E0,-3.263214111E-1,5.333109741E0,8.126450958E0
6.087324375E0,-3.829037476E-1,5.316643982E0,8.161777496E0
6.107477375E0,-3.838018799E-1,5.250481567E0,8.331075439E0
6.127630375E0,-3.433859253E-1,5.205275574E0,8.425678711E0
6.147784375E0,-3.381468201E-1,5.230722656E0,8.335566101E0
6.167937375E0,-3.643423462E-1,5.315296783E0,8.240513763E0
6.188091375E0,-3.751199341E-1,5.275928650E0,8.141569519E0
6.208244375E0,-4.149371338E-1,5.272336121E0,8.127947845E0
6.228397375E0,-3.815565491E-1,5.238057404E0,8.087382202E0
6.248551375E0,-3.779640198E-1,5.259013824E0,8.064928894E0
6.268704375E0,-3.420387268E-1,5.350623322E0,8.073311462E0
6.288857375E0,-3.721261597E-1,5.358706512E0,8.059390411E0
6.309011375E0,-3.920347595E-1,5.404960327E0,8.092920685E0
6.329164375E0,-3.835025024E-1,5.430557098E0,8.189619598E0
6.349317375E0,-3.501219177E-1,5.456303558E0,8.208779755E0
6.369471375E0,-3.183879089E-1,5.402864685E0,8.247549133E0
6.389624375E0,-3.258723450E-1,5.346432037E0,8.354426880E0
6.409777375E0,-3.126997375E-1,5.311554565E0,8.411009216E0
6.429931375E0,-2.888992310E-1,5.381758575E0,8.402776337E0
6.450084375E0,-3.234773254E-1,5.419031067E0,8.257129211E0
6.470238375E0,-3.854484558E-1,5.364095306E0,8.170010376E0
6.490391375E0,-4.638853455E-1,5.326673126E0,8.199199677E0
6.510544375E0,-4.499642944E-1,5.342839508E0,8.233029327E0
6.530698375E0,-3.492237854E-1,5.364843750E0,8.174501038E0
6.550851375E0,-4.290078735E-1,5.328020325E0,8.104596405E0
6.571004375E0,-4.782554626E-1,5.289849701E0,8.164621582E0
6.591158375E0,-4.062551880E-1,5.349126434E0,8.292006683E0
6.611311375E0,-4.131408691E-1,5.401816864E0,8.219856720E0
6.631464375E0,-4.894821167E-1,5.370980988E0,8.024063873E0
6.651618375E0,-4.905299377E-1,5.405409393E0,7.942782898E0
6.671771375E0,-4.291575623E-1,5.427114258E0,8.025411072E0
6.691924375E0,-4.120930481E-1,5.410648499E0,8.223149872E0
6.712078375E0,-4.162843323E-1,5.351222076E0,8.251291351E0
6.732231375E0,-4.212240601E-1,5.357958069E0,8.221802673E0
6.752385375E0,-3.712280273E-1,5.478756866E0,8.255782013E0
6.772538500E0,-3.179388428E-1,5.530848541E0,8.291557617E0
6.792691500E0,-3.556604004E-1,5.486690369E0,8.215366058E0
6.812845500E0,-3.764671326E-1,5.470673676E0,8.136929169E0
6.832998500E0,-3.739224243E-1,5.459147644E0,8.136629791E0
6.853151500E0,-4.287084961E-1,5.450016632E0,8.159831543E0
6.873305500E0,-4.510121155E-1,5.429209900E0,8.211324463E0
6.893458500E0,-3.254232788E-1,5.461392975E0,8.163873138E0
6.913611500E0,-2.597099304E-1,5.518424377E0,8.090525665E0
6.933765500E0,-3.201841736E-1,5.505251770E0,8.044571228E0
6.953918500E0,-4.162843323E-1,5.461842041E0,8.036787415E0
6.974072500E0,-4.351451111E-1,5.428760834E0,8.044122162E0
6.994225500E0,-4.569996643E-1,5.457950134E0,8.130492554E0
7.014378500E0,-3.890409851E-1,5.494324493E0,8.216114502E0
7.034532500E0,-3.523672485E-1,5.458099823E0,8.158634033E0
7.054685500E0,-4.245172119E-1,5.446723480E0,8.091573486E0
7.074838500E0,-4.382885742E-1,5.472020874E0,8.097860413E0
7.094992500E0,-3.826043701E-1,5.508095856E0,8.118218079E0
7.115145500E0,-3.876937866E-1,5.492378540E0,8.121511230E0
7.135298500E0,-3.809577942E-1,5.462590485E0,8.186925201E0
7.155452500E0,-4.056564331E-1,5.482948151E0,8.213869171E0
7.175605500E0,-4.373904419E-1,5.499713287E0,8.203241272E0
7.195759500E0,-3.727249146E-1,5.476062469E0,8.156688080E0
7.215912500E0,-3.146456909E-1,5.480702820E0,8.093818817E0
7.236065500E0,-3.637435913E-1,5.508095856E0,8.031099243E0
7.256219500E0,-4.275109863E-1,5.488486633E0,8.039781189E0
7.276372500E0,-3.309617615E-1,5.503006439E0,8.123606873E0
7.296525500E0,-3.023712158E-1,5.527705078E0,8.172106018E0
7.316679500E0,-3.484753418E-1,5.503305817E0,8.100704498E0
7.336832500E0,-3.918850708E-1,5.485193481E0,8.048612823E0
7.356985500E0,-2.995271301E-1,5.539829865E0,8.109985199E0
7.377139500E0,-2.212399292E-1,5.620811462E0,8.194858704E0
7.397292500E0,-2.754272461E-1,5.616320801E0,8.141419830E0
7.417446500E0,-3.574566650E-1,5.564378815E0,8.076305237E0
7.437599500E0,-3.544628906E-1,5.528752899E0,8.080197144E0
7.457752500E0,-3.162922668E-1,5.513933716E0,8.079299011E0
7.477906500E0,-2.686912537E-1,5.536087646E0,8.052355042E0
7.498059500E0,-2.942880249E-1,5.552553406E0,8.089627533E0
7.518212500E0,-3.487747192E-1,5.544619904E0,8.091124420E0
7.538366500E0,-3.842509460E-1,5.563330994E0,8.034841461E0
7.558519500E0,-3.724255371E-1,5.559439087E0,7.990084534E0
7.578672500E0,-3.990701294E-1,5.500910797E0,8.013735352E0
7.598826500E0,-4.324507141E-1,5.491630096E0,8.130791931E0
7.618979500E0,-4.248165894E-1,5.500461731E0,8.163274384E0
7.639133500E0,-4.326004028E-1,5.530998230E0,8.121511230E0
7.659286500E0,-4.135899353E-1,5.561085663E0,8.041427765E0
7.679439500E0,-3.897894287E-1,5.554948425E0,8.048762512E0
7.699593500E0,-3.899391174E-1,5.558540955E0,8.119116211E0
7.719746500E0,-3.857478333E-1,5.535488892E0,8.142767029E0
7.739899500E0,-3.945794678E-1,5.475164337E0,8.150251465E0
7.760052500E0,-3.847000122E-1,5.507347412E0,8.131690063E0
7.780205500E0,-3.239263916E-1,5.590125275E0,8.167765045E0
7.800359500E0,-2.894979858E-1,5.620512085E0,8.103847961E0
7.820512500E0,-3.363505554E-1,5.630690918E0,8.046517181E0
7.840665500E0,-3.668870544E-1,5.585335236E0,8.056696014E0
7.860819500E0,-3.772155762E-1,5.535788269E0,8.104147339E0
7.880972500E0,-3.538641357E-1,5.540877686E0,8.118068390E0
7.901125500E0,-3.799099731E-1,5.517526245E0,8.068072357E0
7.921279500E0,-4.351451111E-1,5.495222626E0,8.009993134E0
7.941432500E0,-4.038601685E-1,5.515879669E0,8.001011810E0
7.961586500E0,-3.668870544E-1,5.525609436E0,7.918383636E0
7.981739500E0,-2.734812927E-1,5.568719788E0,7.877069550E0
8.001892500E0,-2.312690735E-1,5.604645081E0,7.920628967E0
8.022046500E0,-2.621049500E-1,5.590574341E0,7.966284027E0
8.042199500E0,-1.987866211E-1,5.634133759E0,8.045619049E0
8.062352500E0,-1.484912109E-1,5.641169128E0,8.095914459E0
8.082506500E0,-2.351609802E-1,5.623356171E0,8.049810333E0
8.102659500E0,-3.293151855E-1,5.589376831E0,8.056546326E0
8.122812500E0,-2.659968567E-1,5.617368622E0,8.206235046E0
8.142966500E0,-2.935395813E-1,5.582491150E0,8.279582520E0
8.163119500E0,-3.017724609E-1,5.507197723E0,8.271499329E0
8.183273500E0,-3.279679871E-1,5.503904572E0,8.248596954E0
8.203426500E0,-3.025209045E-1,5.500012665E0,8.165370026E0
8.223579500E0,-3.284170532E-1,5.509443054E0,8.088579712E0
8.243733500E0,-2.712359619E-1,5.528752899E0,8.139473877E0
