Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),Activity
61.97474384,51.99289799,5.940103208,22.47914608,0.351487219,,4.788843047,3.30023019,standing
62.08321762,51.99325904,5.938816877,21.89222905,0.4967419462,116.0738611,4.761794551,3.339139063,standing
62.16726327,51.99282157,5.939451457,22.94955906,0.6914966401,263.8562005,4.785750684,3.30471291,standing
62.20750856,51.99327061,5.938794618,21.57679913,0.08708727907,,4.788788683,3.300309074,standing
62.30577922,51.99255887,5.939748217,22.08405608,0.1307689412,,4.764750177,3.334920207,standing
62.36072624,51.99404297,5.93781332,23.5492329,0.1390118224,,4.789578621,3.29916257,standing
62.49561429,51.99403702,5.937913135,32.69863772,0.1836635886,,4.702747249,3.421798555,standing
62.50177991,51.99324731,5.938812814,21.97398662,0.5315697915,141.9708961,4.814497836,3.262690242,standing
62.7103008,51.99326732,5.938815891,21.75691191,0.33999761,,4.754989239,3.348822834,standing
62.78518474,51.99256862,5.939753656,22.13593183,0.1549961628,,4.770020459,3.327377624,standing
62.97473121,51.99290004,5.940101916,21.63701862,0.3670556659,,4.792377707,3.295095287,standing
63.08320785,51.9932609,5.938812874,21.84623573,0.1113896816,,4.769010046,3.328825651,standing
63.16725314,51.99281761,5.939450472,22.64069252,0.0,244.3239015,4.787896201,3.301603702,standing
63.20749938,51.99326923,5.93880395,21.48347092,0.238676372,,4.788354242,3.300939363,standing
63.30576658,51.99256086,5.939743625,22.89522423,0.2724799587,300.6973861,4.775461213,3.319564313,standing
63.36071444,51.99404456,5.937804944,23.72454315,0.1277268679,,4.797131138,3.288171206,standing
63.49560237,51.9940371,5.937909002,32.74096254,0.1312840998,,4.711169464,3.410193442,standing
63.50177014,51.99325395,5.938802286,21.84428362,0.1360788183,,4.811329053,3.267361287,standing
63.71029091,51.99326465,5.938816505,21.97139834,0.0,,4.76453238,3.335231361,standing
63.78517151,51.99256978,5.939755301,22.20772089,0.0,,4.774663931,3.320710976,standing
63.97471845,51.99289564,5.940097504,22.12813024,0.06896161484,,4.799068807,3.285342542,standing
64.08319736,51.99325786,5.938809557,21.85077526,0.0,,4.770890326,3.326130264,standing
64.16724288,51.99281066,5.939445796,22.5390234,0.229976976,,4.79655718,3.2890084,standing
64.20748997,51.99326573,5.938813657,21.58077164,0.044996425,,4.794010922,3.292718681,standing
64.30575311,51.99255949,5.93975083,22.58287482,0.1213591021,,4.782820478,3.308952297,standing
64.36070192,51.99404466,5.937794493,23.6699578,0.0,,4.795246529,3.290918984,standing
64.49559128,51.99403759,5.937906003,32.68537584,0.07226301782,,4.71839967,3.400182582,standing
64.50175881,51.99325369,5.938802535,21.82690579,0.04334284853,,4.820866725,3.253272361,standing
64.71028101,51.99326465,5.938816505,21.97139834,0.0,,4.755152146,3.34859151,standing
64.78515923,51.99257001,5.93976265,22.29971612,0.0,,4.778156784,3.315683155,standing
64.97470546,51.99289211,5.940104081,22.06102524,0.02524415238,,4.808741435,3.271168422,standing
65.08318746,51.99325786,5.938809557,21.85077526,0.0,,4.764811873,3.334832057,standing
65.16723275,51.9928038,5.939444889,22.36058173,0.0,,4.795717561,3.290232531,standing
65.20748043,51.99326639,5.938806554,21.53740679,0.05826949313,,4.795968163,3.289867234,standing
65.30574107,51.99255896,5.939752036,22.50179612,0.05137504786,,4.788533869,3.300678782,standing
65.36069036,51.99404466,5.937794493,23.6699578,0.0,,4.789606506,3.299122087,standing
65.49557924,51.99403788,5.937901621,32.53670895,0.04725863805,,4.724267995,3.392024314,standing
65.50174773,51.99325448,5.938803155,21.79657988,0.06232960965,,4.808891225,3.270948214,standing
65.71027148,51.99326465,5.938816505,21.97139834,0.0,,4.753973403,3.350264754,standing
65.78514731,51.99257148,5.939764501,22.28868103,0.0136968328,,4.775643844,3.319301569,standing
65.97469306,51.99289078,5.940108731,22.07046126,0.03981494099,,4.813797677,3.263723174,standing
66.0831778,51.99325786,5.938809557,21.85077526,0.0,,4.762627139,3.337951432,standing
66.16722333,51.9928038,5.939444889,22.36058173,0.0,,4.786309174,3.303903982,standing
66.20747173,51.99326548,5.938803409,21.55159416,0.05057639944,,4.793657851,3.293232673,standing
66.30572808,51.99255972,5.939753087,22.43388061,0.0,,4.796476516,3.289126033,standing
66.36067796,51.99403793,5.937801198,23.59799329,0.03909013687,,4.787126474,3.302719661,standing
66.49556744,51.99403776,5.937900061,32.46911179,0.02792101647,,4.728549454,3.386053322,standing
66.501737,51.99325212,5.938805882,21.84565239,0.03714063025,,4.816180007,3.260206616,standing
66.71026027,51.99326465,5.938816505,21.97139834,0.0,,4.752823611,3.351895695,standing
66.78513455,51.99257203,5.939765645,22.33841475,0.02011050314,,4.774709824,3.320644986,standing
66.97468078,51.99288987,5.940116327,22.06122431,0.01666559622,,4.818271399,3.257114943,standing
67.08316672,51.99325786,5.938809557,21.85077526,0.0,,4.759996198,3.341702145,standing
67.16721344,51.9928038,5.939444889,22.36058173,0.0,,4.781932724,3.310235105,standing
67.20746291,51.99326128,5.938806629,21.63747147,0.009939759321,,4.795605209,3.290396285,standing
67.30571496,51.99255874,5.939754666,22.37092468,0.0240960762,,4.802421098,3.28044031,standing
67.3606652,51.9940378,5.937801134,23.5950423,0.0,,4.784295118,3.306819809,standing
67.49555469,51.9940369,5.937893334,32.62842039,0.01928536733,,4.732429877,3.380627826,standing
67.50172615,51.9932491,5.938811043,21.85941486,0.006107013857,,4.811575831,3.266997865,standing
67.71025121,51.99326465,5.938816505,21.97139834,0.0,,4.752829981,3.351886663,standing
67.78512192,51.99257203,5.939765645,22.33841475,0.0,,4.770516556,3.326666322,standing
67.97466731,51.99289211,5.94012471,21.68930985,0.3518524049,,4.816339168,3.259971481,standing
68.08315754,51.99325879,5.938793265,21.65238232,0.01703663176,,4.757489889,3.345269345,standing
68.16720283,51.9928038,5.939444889,22.36058173,0.0,,4.778902703,3.31460797,standing
68.20745313,51.99325829,5.938811143,21.73301472,0.02578826382,,4.795204897,3.290979645,standing
68.30570233,51.9925602,5.939759316,22.29321791,0.01008323857,,4.805845655,3.275421282,standing
68.36065197,51.9940378,5.937801134,23.5950423,0.0,,4.779041007,3.314408558,standing
68.49554336,51.99403583,5.937893717,32.79262076,0.0232494279,,4.734510525,3.377713298,standing
68.50171602,51.99324887,5.938810764,21.74050498,0.02535555159,,4.812745563,3.265274441,standing
68.71024144,51.99326465,5.938816505,21.97139834,0.0,,4.752778717,3.351959352,standing
68.78510976,51.99257203,5.939765645,22.33841475,0.0,,4.768395857,3.32970539,standing
68.97465503,51.99289443,5.940125277,21.36292211,0.1467830658,,4.816990575,3.259008872,standing
69.08314741,51.99325875,5.938793245,21.6536218,0.0,,4.755867107,3.347576003,standing
69.1671927,51.9928038,5.939444889,22.36058173,0.0,,4.776183261,3.318525349,standing
69.20744324,51.99325541,5.938807759,21.66495333,0.05756304841,,4.798166754,3.28665983,standing
69.30568981,51.99256065,5.939759671,22.27820059,0.01872040856,,4.804021656,3.278095935,standing
69.36064053,51.9940378,5.937801134,23.5950423,0.0,,4.775998271,3.31879158,standing
69.4955312,51.99403543,5.937890466,32.95430505,0.04644662323,,4.734876339,3.377200481,standing
69.50171864,51.99324664,5.938809292,21.65195083,0.03721335437,,4.806302968,3.274750191,standing
69.71023226,51.99326465,5.938816505,21.97139834,0.0,,4.752828634,3.351888573,standing
69.78509688,51.99257203,5.939765645,22.33841475,0.0,,4.766745677,3.332067329,standing
69.9746424,51.99289156,5.940120476,21.4839748,0.07521782675,,4.822952976,3.250178706,standing
70.08313692,51.99325875,5.938793245,21.6536218,0.0,,4.753065624,3.351552507,standing
70.16718304,51.9928038,5.939444889,22.36058173,0.0,,4.774581454,3.320829561,standing
70.20743406,51.99325294,5.938808437,21.61982393,0.03057498662,,4.795683055,3.290282825,standing
70.30567718,51.9925592,5.939760353,22.13887053,0.0,,4.809676829,3.269792935,standing
70.36062741,51.9940378,5.937801134,23.5950423,0.0,,4.771938287,3.324626598,standing
70.4955188,51.99403543,5.937890466,32.95430505,0.0,,4.72835862,3.3863198,standing
70.50169849,51.99324616,5.938810806,21.62906856,0.04219898029,,4.806052348,3.275117992,standing
70.71022236,51.99326047,5.938810458,22.10340034,0.05697458619,,4.757932955,3.344639148,standing
70.78508496,51.99256834,5.939761951,22.31745198,0.0,,4.765318624,3.334107893,standing
70.97463012,51.99288907,5.940120449,21.48187148,0.0682382808,,4.825369474,3.246589976,standing
71.08312678,51.99325875,5.938793245,21.6536218,0.0,,4.751332355,3.354009226,standing
71.16717207,51.9928038,5.939444889,22.36058173,0.0,,4.772280115,3.324135908,standing
71.20742571,51.99324949,5.938802045,21.60776391,0.02965072814,,4.801230007,3.282183336,standing
71.30566406,51.99256206,5.939768571,22.14892417,0.02791564885,,4.806998154,3.273729644,standing
71.36061573,51.9940378,5.937801134,23.5950423,0.0,,4.769170694,3.328595489,standing
71.49550724,51.99404306,5.937881019,32.31751575,0.05516452233,,4.7235943,3.39296241,standing
71.50168777,51.99324834,5.938812243,21.60728155,0.02798322569,,4.804419512,3.277512805,standing
71.71021235,51.99326028,5.938807165,22.16411759,0.03915450818,,4.768897793,3.328986463,standing
71.78507221,51.99256566,5.939761203,22.27727642,0.01384917717,,4.773284701,3.322693214,standing
71.97461772,51.9928855,5.940117888,21.52962106,0.03480072851,,4.825631605,3.246200339,standing
72.08311725,51.99325875,5.938793245,21.6536218,0.0,,4.749700742,3.356319397,standing
72.16716146,51.99279736,5.939455324,22.08031569,0.0,,4.773772179,3.321992808,standing
72.20741546,51.9932501,5.938805172,21.62583945,0.01434630386,,4.796010001,3.28980624,standing
72.30565214,51.99256213,5.939768633,22.14931951,0.0,,4.797494332,3.287641278,standing
72.36060357,51.9940378,5.937801134,23.5950423,0.0,,4.765927116,3.333238029,standing
72.49549556,51.99404046,5.937883963,32.53575803,0.03374125975,,4.726689122,3.388649727,standing
72.50167608,51.99325023,5.938803244,21.62159112,0.008138567672,,4.81180046,3.266667012,standing
72.71020317,51.99326069,5.938803733,22.13327726,0.0,,4.772568586,3.323721728,standing
72.78505921,51.99256563,5.939761235,22.27838464,0.0,,4.769774074,3.327730806,standing
72.97460508,51.99288789,5.940122735,21.53043061,0.06907712168,,4.827280205,3.243748272,standing
73.08310699,51.99325875,5.938793245,21.6536218,0.0,,4.748424706,3.358124453,standing
73.16715169,51.99279736,5.939455324,22.08031569,0.0,,4.771313642,3.325522991,standing
73.2074064,51.99325078,5.938808768,21.66967764,0.02735189381,,4.796969755,3.288406636,standing
73.30563927,51.99256605,5.939774258,22.01884405,0.01504401739,,4.797262944,3.287978904,standing
73.36059034,51.9940378,5.937801134,23.5950423,0.0,,4.763410689,3.336833176,standing
73.49548364,51.99404067,5.937885578,32.41648486,0.04207932842,,4.72786371,3.387010743,standing
73.50166237,51.99324533,5.938793895,21.6154259,0.02054199657,,4.80251804,3.280298387,standing
73.71019351,51.99326014,5.938804768,21.97647887,0.0,,4.775802987,3.31907259,standing
73.7850467,51.99256497,5.939759736,22.26578808,0.005316127129,,4.774389462,3.321105584,standing
73.97459245,51.99289067,5.94013268,21.64149656,0.1258639971,,4.826615483,3.24473728,standing
74.08309639,51.99325875,5.938793245,21.6536218,0.0,,4.747421002,3.359543252,standing
74.16714072,51.99279736,5.939455324,22.08031569,0.0,,4.7704192,3.326805929,standing
74.20739698,51.99325694,5.938803618,21.60413363,0.02556873519,,4.793287213,3.293772112,standing
74.30562627,51.99256551,5.939776035,21.9245531,0.0256207869,,4.790332543,3.298067792,standing
74.36057949,51.9940378,5.937801134,23.5950423,0.0,,4.761634554,3.339367216,standing
74.49547136,51.99403998,5.937889014,32.21647745,0.04522382898,,4.729131446,3.385240435,standing
74.50165117,51.99324476,5.938793883,21.64684056,0.03100473271,,4.806403899,3.274602051,standing
74.71018362,51.99326024,5.938808058,21.98504878,0.03767152058,,4.765663694,3.333614643,standing
74.78503382,51.99256501,5.939764842,22.24213667,0.01025088557,,4.779077808,3.314355493,standing
74.97457933,51.99289304,5.940135701,21.80461448,0.03304897091,,4.826941411,3.244252402,standing
75.08308589,51.99325875,5.938793245,21.6536218,0.0,,4.746468773,3.360888456,standing
75.16712987,51.99279736,5.939455324,22.08031569,0.0,,4.769540513,3.328065554,standing
75.20738769,51.99325863,5.938802069,21.51471703,0.0,,4.792747354,3.294557608,standing
75.30561328,51.99256412,5.9397769,21.86985486,0.0,,4.793355664,3.293672496,standing
75.36056638,51.99402236,5.937821621,23.76771865,0.0,,4.767028184,3.331663146,standing
75.49545908,51.99404295,5.937888875,32.04460807,0.01852119701,,4.728133528,3.386634077,standing
75.5016439,51.99323945,5.938795436,21.63590241,0.01126953182,,4.807254898,3.27335262,standing
75.71017289,51.99326071,5.938808894,21.97715112,0.0,,4.769516413,3.328100092,standing
75.7850225,51.99256489,5.939762534,22.24208426,0.01293772728,,4.77799143,3.315921429,standing
75.97456741,51.99288481,5.940122757,22.05613283,0.1360551986,,4.828325121,3.242192708,standing
76.08307564,51.99325875,5.938793245,21.6536218,0.0,,4.745794772,3.361840124,standing
76.16711938,51.99279736,5.939455324,22.08031569,0.0,,4.768998735,3.328841856,standing
76.20737827,51.99326115,5.938801112,21.48265115,0.02243318552,,4.792580187,3.29480078,standing
76.30560136,51.99256469,5.939780898,21.8288575,0.0,,4.786668581,3.303383255,standing
76.36055422,51.99402236,5.937821621,23.76771865,0.0,,4.761389903,3.339716039,standing
76.49544728,51.99404295,5.937888875,32.04460807,0.0,,4.728971254,3.38546421,standing
76.50163412,51.99323791,5.938798446,21.61759903,0.02906647766,,4.803040329,3.2795336,standing
76.71016335,51.99326071,5.938808894,21.97715112,0.0,,4.763942515,3.336073852,standing
76.78501034,51.99256289,5.939763609,22.13234511,0.01509529148,,4.776377236,3.318246153,standing
76.97455502,51.99288534,5.940128014,22.10759461,0.05712192731,,4.828054253,3.242596053,standing
77.08306599,51.99325875,5.938793245,21.6536218,0.0,,4.745034368,3.362913302,standing
77.16710961,51.99279736,5.939455324,22.08031569,0.0,,4.76822829,3.329945346,standing
77.20736897,51.9932612,5.938805455,21.54564897,0.02106753019,,4.792875831,3.294370699,standing
77.30558825,51.99256543,5.939785093,21.79182262,0.02085640599,,4.78818208,3.301189089,standing
77.36054158,51.99402236,5.937821621,23.76771865,0.0,,4.760084172,3.34157683,standing
77.49543536,51.99404343,5.937890486,31.63614654,0.08565431577,,4.722846319,3.394003489,standing
77.50161946,51.99324287,5.938796593,21.55466984,0.03544416244,,4.801382085,3.281960864,standing
77.71015358,51.99326071,5.938808894,21.97715112,0.0,,4.761730746,3.339230052,standing
77.78499699,51.99256292,5.939756728,22.04820544,0.0,,4.783330257,3.308215332,standing
77.97454202,51.99288529,5.940127827,22.11752198,0.0,,4.81195971,3.266432424,standing
78.0830549,51.99325875,5.938793245,21.6536218,0.0,,4.744567885,3.363571408,standing
78.16709888,51.99279736,5.939455324,22.08031569,0.0,,4.767465146,3.331037843,standing
78.20735943,51.99326809,5.938798476,21.42852301,0.01470018085,,4.79093739,3.2971891,standing
78.3055799,51.99256448,5.939786346,21.79023028,0.0,,4.789817591,3.298815618,standing
78.36052847,51.99402236,5.937821621,23.76771865,0.0,,4.75917367,3.342873466,standing
78.49542356,51.99404343,5.937890486,31.63614654,0.0,,4.72361151,3.392938452,standing
78.50160801,51.99324469,5.938803842,21.53443098,0.03192478433,,4.801633697,3.281592734,standing
78.7101438,51.99326071,5.938808894,21.97715112,0.0,,4.760509321,3.340971123,standing
78.78498447,51.99256233,5.939752322,21.95577262,0.03302520481,,4.777091479,3.317217815,standing
78.97452903,51.99288095,5.940116442,22.22758076,0.0,,4.806360465,3.274665802,standing
79.08304513,51.99325875,5.938793245,21.6536218,0.0,,4.744492504,3.363677737,standing
79.16708779,51.99279736,5.939455324,22.08031569,0.0,,4.76698521,3.331724634,standing
79.20735264,51.99326813,5.938802116,21.47233377,0.008570972882,,4.789201151,3.299710497,standing
79.30556381,51.99256301,5.939785392,21.80745861,0.02007447376,,4.784153042,3.307025355,standing
79.36051631,51.99402236,5.937821621,23.76771865,0.0,,4.758318906,3.344090044,standing
79.49541199,51.99404277,5.937885253,31.40991077,0.03816862588,,4.724228388,3.392079476,standing
79.50159669,51.99324626,5.938812431,21.4601794,0.03009130065,,4.813295398,3.264463883,standing
79.71013355,51.99326071,5.938808894,21.97715112,0.0,,4.760456873,3.341045853,standing
79.78497267,51.9925608,5.939747204,21.91559433,0.0,,4.781145744,3.31137168,standing
79.97451746,51.99287754,5.940105112,22.50717826,0.0,,4.803108373,3.279433943,standing
80.08303499,51.99325875,5.938793245,21.6536218,0.0,,4.744112114,3.364214215,standing
80.16707742,51.99279736,5.939455324,22.08031569,0.0,,4.76645314,3.332485783,standing
80.20734084,51.99326693,5.938802615,21.41058098,0.008350373925,,4.789537999,3.299221543,standing
80.30555022,51.99256181,5.939786429,21.87459441,0.026159427,,4.791494392,3.296379608,standing
80.36050391,51.99402236,5.937821621,23.76771865,0.0,,4.757953806,3.344609486,standing
80.49540043,51.9940449,5.93787811,31.35405661,0.05149835001,,4.726852614,3.388421668,standing
80.50158656,51.99323944,5.938821855,21.46005229,0.03846516142,,4.807583737,3.272869635,standing
80.71012497,51.99326071,5.938808894,21.97715112,0.0,,4.760725228,3.340663458,standing
80.78495967,51.9925608,5.939747204,21.91559433,0.0,,4.773802487,3.321949255,standing
80.97450423,51.99287754,5.940105112,22.50717826,0.0,,4.794561083,3.291917535,standing
81.08302557,51.99325875,5.938793245,21.6536218,0.0,,4.744086257,3.364250677,standing
81.16706693,51.99279736,5.939455324,22.08031569,0.0,,4.765877204,3.333309393,standing
81.20733118,51.99326489,5.938795969,21.34690674,0.0,,4.787565982,3.302082525,standing
81.3055377,51.99256137,5.939784947,21.88171682,0.01323221135,,4.788758857,3.300352351,standing
81.36049223,51.99401971,5.937802199,23.55014488,0.06365711279,,4.76286064,3.337618246,standing
81.49538875,51.99404556,5.937877965,31.07304228,0.04881167742,,4.729521275,3.384695783,standing
81.50157905,51.99323766,5.938823786,21.41798058,0.03527359744,,4.801492404,3.281799465,standing
81.71011424,51.99326071,5.938808894,21.97715112,0.0,,4.759299382,3.342694486,standing
81.78495061,51.9925608,5.939747204,21.91559433,0.0,,4.771712824,3.324950189,standing
81.97449183,51.99287754,5.940105112,22.50717826,0.0,,4.790272247,3.298155368,standing
82.08301473,51.99325875,5.938793245,21.6536218,0.0,,4.74375835,3.364713027,standing
82.16705608,51.99279736,5.939455324,22.08031569,0.0,,4.765388661,3.33400779,standing
82.20732212,51.99326397,5.938792694,21.35850454,0.008558805131,,4.787639818,3.301975471,standing
82.30552626,51.99256214,5.939785089,21.91545556,0.03139931936,,4.794281178,3.29232517,standing
82.36047912,51.9940197,5.937802159,23.544437,0.0,,4.756529825,3.346634288,standing
82.49537981,51.99404556,5.937877965,31.07304228,0.0,,4.727396247,3.38766317,standing
82.50156569,51.99323605,5.938831199,21.41112531,0.02517594344,,4.807576722,3.272879939,standing
82.7101053,51.99326071,5.938808894,21.97715112,0.0,,4.758705928,3.343539281,standing
82.78493428,51.99256023,5.939746546,21.84634907,0.009619050964,,4.775580027,3.319393384,standing
82.97447872,51.99287754,5.940105112,22.50717826,0.0,,4.786385784,3.303792996,standing
83.08300459,51.99325875,5.938793245,21.6536218,0.0,,4.743297951,3.365362028,standing
83.16704583,51.99279736,5.939455324,22.08031569,0.0,,4.764925616,3.334669535,standing
83.20731282,51.9932626,5.93879627,21.20615344,0.0,,4.787893398,3.301607766,standing
83.30551231,51.99256288,5.939788405,21.91648443,0.0,,4.802550814,3.280250404,standing
83.36046672,51.9940197,5.937802159,23.544437,0.0,,4.755229193,3.348482097,standing
83.49536455,51.99404381,5.937879644,30.8161231,0.02026421143,,4.721041559,3.396513452,standing
83.50155735,51.99323603,5.938831185,21.41108802,0.0,,4.791799273,3.2959364,standing
83.71009552,51.99326071,5.938808894,21.97715112,0.0,,4.758113834,3.344381822,standing
83.78492451,51.99256248,5.939748635,21.77972008,0.0124321298,,4.780216551,3.3127129,standing
83.97446609,51.99287435,5.940084072,22.92561657,0.08619006553,,4.782607128,3.309260656,standing
84.08299494,51.99325875,5.938793245,21.6536218,0.0,,4.743419044,3.365191348,standing
84.16703475,51.99279736,5.939455324,22.08031569,0.0,,4.764586076,3.335154652,standing
84.20730758,51.99326165,5.938797958,21.14556412,0.01672227073,,4.782013856,3.3101179,standing
84.30549967,51.99256288,5.939788405,21.91648443,0.0,,4.788502384,3.300724459,standing
84.36045492,51.9940197,5.937802159,23.544437,0.0,,4.753728598,3.350612101,standing
84.49535239,51.99404071,5.937885984,31.26478508,0.01452662173,,4.725033355,3.390958099,standing
84.50154424,51.99323918,5.938830881,21.50777361,0.0,,4.789654346,3.299052634,standing
84.71008551,51.99326071,5.938808894,21.97715112,0.0,,4.75650926,3.346663516,standing
84.78491104,51.99256247,5.939748655,21.77800731,0.0,,4.776179644,3.318530555,standing
84.97445345,51.99287435,5.940084072,22.92561657,0.0,,4.778319287,3.315448963,standing
85.08298445,51.99325875,5.938793245,21.6536218,0.0,,4.743363076,3.365270236,standing
85.16702402,51.99279736,5.939455324,22.08031569,0.0,,4.764694268,3.335000084,standing
85.20729375,51.99325835,5.938794726,21.21234368,0.006957123289,,4.784678208,3.306265489,standing
85.30548704,51.99256288,5.939788405,21.91648443,0.0,,4.7836297,3.307782327,standing
85.36044264,51.9940197,5.937802159,23.544437,0.0,,4.750166061,3.355660804,standing
85.49534035,51.99404175,5.937887504,31.35164662,0.02432707791,,4.727808679,3.387087559,standing
85.50153255,51.99324365,5.938828979,21.47351199,0.008187638146,,4.791134313,3.296902945,standing
85.7100755,51.99326071,5.938808894,21.97715112,0.0,,4.75576066,3.347727225,standing
85.78490162,51.99256247,5.939748655,21.77800731,0.0,,4.772779305,3.323419134,standing
85.97444117,51.99287315,5.940079303,22.98666165,0.02527235211,,4.782797021,3.308986202,standing
86.08297384,51.99325875,5.938793245,21.6536218,0.0,,4.743182783,3.365524346,standing
86.16701341,51.99279736,5.939455324,22.08031569,0.0,,4.764914492,3.33468543,standing
86.20728421,51.99325468,5.938800362,21.27391252,0.006871769156,,4.786727194,3.303298321,standing
86.30547547,51.99257163,5.939797976,21.76938615,0.008100296552,,4.787820576,3.301713368,standing
86.36043036,51.9940197,5.937802159,23.544437,0.0,,4.749661317,3.356375188,standing
86.49532843,51.99404175,5.937887504,31.35164662,0.0,,4.723467423,3.393139039,standing
86.50152242,51.99324531,5.938825796,21.46349533,0.0418685633,,4.803718943,3.278539514,standing
86.71006572,51.99326071,5.938808894,21.97715112,0.0,,4.754826506,3.349053886,standing
86.78488505,51.99256427,5.939763241,21.71792162,0.0,,4.775911048,3.318917096,standing
86.97442853,51.99287144,5.940073277,23.05703692,0.0,,4.787453187,3.302246057,standing
87.08296287,51.99325875,5.938793245,21.6536218,0.0,,4.741431242,3.36799151,standing
87.16700196,51.99279736,5.939455324,22.08031569,0.0,,4.765009377,3.334549845,standing
87.20727527,51.99325444,5.938796396,21.23975995,0.007621464797,,4.785133856,3.305605997,standing
87.30546093,51.99257164,5.939797988,21.76744824,0.0,,4.783356344,3.308177613,standing
87.3604176,51.9940197,5.937802159,23.544437,0.0,,4.748667725,3.357780795,standing
87.49531686,51.99404175,5.937887504,31.35164662,0.0,,4.717674573,3.401188565,standing
87.50151491,51.99324276,5.938817805,21.51744161,0.02041437726,,4.799134626,3.285246395,standing
87.71005642,51.99326071,5.938808894,21.97715112,0.0,,4.753586601,3.350813552,standing
87.78487217,51.99256667,5.93976436,21.68328532,0.0,,4.779869034,3.313214308,standing
87.97441614,51.99287144,5.940073277,23.05703692,0.0,,4.781379048,3.311034797,standing
88.08295298,51.99325875,5.938793245,21.6536218,0.0,,4.741328926,3.368135545,standing
88.16699171,51.99279736,5.939455324,22.08031569,0.0,,4.765125519,3.334383874,standing
88.20726597,51.99325454,5.938796012,21.26191723,0.01426390323,,4.789040708,3.299943352,standing
88.30544901,51.99257164,5.939797988,21.76744824,0.0,,4.779160979,3.314235563,standing
88.36040533,51.9940197,5.937802159,23.544437,0.0,,4.747957128,3.358785516,standing
88.49530494,51.99404359,5.937893335,30.71826611,0.04536652806,,4.715678169,3.403955998,standing
88.50150144,51.99324295,5.938814725,21.52300336,0.03548713944,,4.796469111,3.289136832,standing
88.71004653,51.99326071,5.938808894,21.97715112,0.0,,4.753644792,3.350730998,standing
88.78486073,51.99256667,5.93976436,21.68328532,0.0,,4.773195609,3.322821197,standing
88.97440362,51.992876,5.94007666,23.02004001,0.02229091391,,4.781957323,3.310199569,standing
89.08294296,51.99325875,5.938793245,21.6536218,0.0,,4.741094217,3.36846592,standing
89.16698122,51.99279736,5.939455324,22.08031569,0.0,,4.765382781,3.334016195,standing
89.2072562,51.99325676,5.938797559,21.15258299,0.02793502646,,4.787850748,3.301669616,standing
89.30543828,51.99257488,5.939813284,21.63242854,0.01498445432,,4.781263092,3.31120224,standing
89.36039305,51.9940197,5.937802159,23.544437,0.0,,4.747788705,3.359023585,standing
89.49529254,51.99404367,5.937892088,30.78776723,0.01556937637,,4.720450172,3.397335309,standing
89.50149024,51.99324241,5.938814573,21.5730692,0.06104134475,,4.801567828,3.281689112,standing
89.71003723,51.99326962,5.938803736,21.89581781,0.03162230238,,4.753951329,3.350296076,standing
89.78484702,51.99256667,5.93976436,21.68328532,0.0,,4.770812028,3.326242569,standing
89.97439134,51.99287698,5.940077746,23.11879337,0.0,,4.787914746,3.301576808,standing
90.08293235,51.99325875,5.938793245,21.6536218,0.0,,4.742461224,3.366541039,standing
90.16697025,51.99279736,5.939455324,22.08031569,0.0,,4.765153593,3.334343754,standing
90.2072463,51.99325926,5.938800687,21.10159188,0.02316899193,,4.788789922,3.300307276,standing
90.30542433,51.99257491,5.939813209,21.63220129,0.0,,4.778558998,3.315103457,standing
90.36038065,51.9940197,5.937802159,23.544437,0.0,,4.747500786,3.359430505,standing
90.49528146,51.99404391,5.937893193,30.56769062,0.03210128547,,4.723244887,3.393448801,standing
90.5014807,51.99324815,5.93881525,21.48271382,0.04095925957,,4.798690343,3.285895316,standing
90.71002686,51.99327087,5.938804399,21.94248812,0.01546228431,,4.755602709,3.347951598,standing
90.78483522,51.99256588,5.939770202,21.74118726,0.0,,4.774120858,3.321491694,standing
90.97437811,51.99287904,5.940080957,22.88325117,0.02601671061,,4.787319098,3.302440444,standing
91.08292568,51.99325875,5.938793245,21.6536218,0.0,,4.743200788,3.36549897,standing
91.16695893,51.99279736,5.939455324,22.08031569,0.0,,4.765404833,3.333984675,standing
91.20723724,51.99326413,5.938796767,21.14202619,0.01518689806,,4.783131332,3.308502939,standing
91.3054142,51.99257491,5.939813209,21.63220129,0.0,,4.775463147,3.319561533,standing
91.36036885,51.9940197,5.937802159,23.544437,0.0,,4.748479419,3.358047087,standing
91.49526942,51.99404391,5.937893193,30.56769062,0.0,,4.718502921,3.400039297,standing
91.50147128,51.9932531,5.938810053,21.4977218,0.02225037881,,4.803182151,3.279325884,standing
91.71001732,51.99327092,5.938803315,21.8831271,0.03026962687,,4.7564261,3.346781706,standing
91.78482282,51.99256588,5.939770202,21.74118726,0.0,,4.767932738,3.330368514,standing
91.97436666,51.99287902,5.940081077,22.87710778,0.0,,4.785231436,3.305464738,standing
92.08291185,51.99325875,5.938793245,21.6536218,0.0,,4.743214116,3.365480187,standing
92.16694748,51.99279736,5.939455324,22.08031569,0.0,,4.766192088,3.332859136,standing
92.20722818,51.99326333,5.938798058,21.11587045,0.01132797977,,4.788871449,3.300188975,standing
92.30540144,51.99257491,5.939813209,21.63220129,0.0,,4.772832793,3.323342318,standing
92.36035609,51.9940197,5.937802159,23.544437,0.0,,4.749043205,3.357249718,standing
