Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),Activity
122.7844391,51.99257098,5.939712508,21.95542462,0.7276490727,321.2500488,4.777938041,3.315998358,walking
122.9739803,51.99289439,5.940044363,23.4216618,0.8417929597,312.2811137,4.824334361,3.248127924,walking
123.0825937,51.99325227,5.938822926,21.40126856,1.039407485,78.6629192,4.773615505,3.32221794,walking
123.1666085,51.99280911,5.939448045,22.08377712,1.245114673,303.1563706,4.781762507,3.310480986,walking
123.2069356,51.99326935,5.938828544,21.30126063,1.091980807,76.96237128,4.794115714,3.292566105,walking
123.3050056,51.99257057,5.939777313,21.69706437,0.8405246064,315.711932,4.791940839,3.295730576,walking
123.3599715,51.99401628,5.937832329,22.6505923,1.150185145,123.6994371,4.787300076,3.302468018,walking
123.4948894,51.99401474,5.937898442,23.3593648,0.9384985316,125.0362655,4.792782435,3.294506573,walking
123.5011286,51.99327181,5.938797495,21.1257415,0.7823238244,40.56581416,4.804203523,3.277829395,walking
123.7097063,51.99327095,5.938851474,21.60850049,1.062508794,70.19389429,4.773676197,3.322130732,walking
123.7844222,51.99257962,5.939700981,21.83981857,1.053031536,316.7856884,4.785273445,3.305403922,walking
123.9739637,51.99289628,5.940034001,23.56658377,1.095862195,288.5277002,4.825329823,3.246648908,walking
124.0825827,51.99325635,5.938835006,21.26641584,1.06598488,73.23413905,4.781697269,3.310575216,walking
124.1665978,51.99281807,5.939447143,22.11750565,0.9903260633,333.6959042,4.78671074,3.303322165,walking
124.2069255,51.99327014,5.938849362,21.40287999,1.217315134,81.26248483,4.791556723,3.296289004,walking
124.3049929,51.99258084,5.939764909,21.70801688,1.094480305,315.3171342,4.792207695,3.295342538,walking
124.3599591,51.99400277,5.937840981,22.83991249,1.271641734,132.3507253,4.789377249,3.299454895,walking
124.4948769,51.99401273,5.937912188,23.15418756,1.101605199,120.729114,4.799605059,3.284559074,walking
124.5011145,51.99328708,5.938799332,21.20662984,1.142666873,19.25648273,4.810626095,3.268396183,walking
124.709697,51.99327378,5.938867213,21.52266238,1.15003005,72.68960179,4.781859254,3.310341237,walking
124.78441,51.99258697,5.93969879,21.67404916,0.9329300151,315.8196541,4.791434256,3.296467018,walking
124.9739506,51.99290192,5.940035762,23.29745348,0.8229384181,303.4734998,4.830081776,3.239575137,walking
125.0825729,51.99326272,5.938849199,21.40425691,1.121494827,61.50928841,4.788456016,3.300791725,walking
125.1665872,51.9928254,5.939436895,22.10311626,1.110703344,323.3735605,4.790947734,3.297174069,walking
125.206916,51.99327185,5.938872411,21.38601528,1.2939311,82.21675762,4.789845907,3.298774503,walking
125.3049811,51.99258714,5.939744182,21.70995779,1.222137644,312.6543262,4.794580068,3.291889883,walking
125.3599476,51.99399757,5.937852336,22.28335862,1.039778342,138.6232185,4.797157385,3.288132914,walking
125.4948651,51.99400795,5.937925241,22.93921791,1.020766744,128.6519405,4.802738761,3.279975217,walking
125.5011039,51.99329494,5.93879704,21.33560777,1.15157537,21.52098863,4.805620719,3.275751293,walking
125.7096859,51.99327893,5.93887602,21.35477943,1.145799082,72.80694624,4.793256536,3.293816754,walking
125.7843977,51.99259313,5.939697339,21.71120676,0.9762491776,310.828369,4.792418847,3.295035452,walking
125.9739376,51.99290737,5.940026269,23.27069717,1.02621037,308.0567116,4.829529341,3.240398645,walking
126.0825621,51.99326975,5.938861158,21.41327398,1.248375534,66.20414618,4.793484632,3.293484798,walking
126.1665751,51.99283583,5.939418885,22.14549933,1.110811568,317.4739213,4.795288324,3.290858082,walking
126.2069076,51.99327352,5.938892118,21.35669695,1.422475226,82.49235486,4.791959105,3.295704017,walking
126.3049685,51.99259488,5.939734533,21.74486789,1.071858164,316.2635897,4.796755456,3.288719223,walking
126.3599344,51.99398839,5.937858543,22.41409732,1.254124978,135.8390606,4.79691591,3.28848518,walking
126.4948522,51.99400142,5.937931002,22.88266822,1.188072676,139.5450364,4.799836311,3.284221128,walking
126.5010986,51.99331014,5.938800919,21.68452875,1.301905192,18.80753447,4.811264721,3.267456016,walking
126.7096773,51.9932838,5.938888722,21.55941094,1.169390122,75.40362205,4.792107939,3.295487601,walking
126.7843845,51.9926003,5.939697536,21.93965948,0.9380682763,317.860074,4.799315319,3.284982421,walking
126.9739268,51.99290937,5.940007892,23.30852127,1.051221684,298.7167209,4.82141806,3.252455214,walking
127.0825523,51.99327402,5.93887484,21.23655705,1.21695492,63.34414005,4.79627083,3.289425962,walking
127.1665649,51.99284202,5.939405525,22.05601394,1.121930584,319.4158119,4.798843121,3.285672189,walking
127.2068969,51.99327588,5.938917311,21.47228742,1.474531905,78.83241668,4.792314967,3.295186533,walking
127.3049556,51.99260154,5.939719659,21.70450408,1.097608178,315.6982626,4.797887389,3.287067635,walking
127.3599224,51.99397899,5.937872997,22.4539568,1.291623014,137.031619,4.805505951,3.275919655,walking
127.4948406,51.99399815,5.937936017,22.7068771,1.127829005,138.8715099,4.804857096,3.27687127,walking
127.5022912,51.99331847,5.938811793,21.59248284,1.228510392,24.76434201,4.812442793,3.265720655,walking
127.7096665,51.99328678,5.9389039,21.49849969,1.202042979,74.65576694,4.794118136,3.292562579,walking
127.784372,51.9926072,5.939690141,21.99826211,1.03532737,313.897387,4.796172966,3.289568652,walking
127.9739128,51.99291502,5.940004345,23.22020851,1.03143956,311.6923165,4.821797707,3.251892358,walking
128.0825421,51.9932759,5.938894879,21.36416798,1.174453543,67.63551792,4.799521693,3.284680891,walking
128.1665543,51.99285007,5.939392347,22.09840703,1.145844442,315.9733968,4.802086574,3.280929985,walking
128.2068887,51.99327754,5.938939005,21.55029338,1.441998695,79.50565837,4.799233559,3.285101868,walking
128.3049428,51.99261091,5.939714812,21.50012101,1.045440768,315.6971769,4.802924847,3.279702722,walking
128.3599098,51.99397171,5.93788389,22.41739869,1.120079399,136.7472863,4.807563213,3.272899782,walking
128.4948297,51.9939878,5.937925627,22.44855022,0.9762365393,157.8929118,4.790189613,3.298275383,walking
128.5022939,51.99333247,5.938815762,21.98114691,1.24905155,24.95182197,4.813847035,3.263650372,walking
128.7096572,51.99329223,5.938918507,21.43638867,1.163150276,70.4329946,4.796911681,3.288491349,walking
128.7843597,51.9926149,5.939679872,21.84702132,1.09456185,317.2812796,4.800257718,3.283605164,walking
128.9739009,51.99292086,5.939994355,23.13660423,0.9880784935,310.5813717,4.818471258,3.256819272,walking
129.082532,51.99328505,5.938910033,21.48049692,1.233305782,63.02492331,4.803206271,3.279290556,walking
129.1665428,51.9928557,5.9393823,21.92483753,1.158866451,315.6267082,4.790386102,3.297989998,walking
129.2068791,51.99327897,5.938956804,21.9234768,1.41497112,78.90396757,4.782917887,3.308811496,walking
129.3049333,51.9926194,5.939706546,21.59986969,1.093310432,314.4533738,4.803038637,3.279536077,walking
129.359898,51.99396972,5.937878441,22.58859348,1.101419371,128.4217246,4.79719033,3.288084848,walking
129.494818,51.99397925,5.937934282,22.63661008,1.116144278,149.1850714,4.780210817,3.312721174,walking
129.5022836,51.9933439,5.938824852,21.90405361,1.303455429,30.09501496,4.802581801,3.280205036,walking
129.7096473,51.99329639,5.938936004,21.47216785,1.302887669,73.36011177,4.800325812,3.283505616,walking
129.7843463,51.99261907,5.939675998,21.7681654,1.33789178,295.4109216,4.789011582,3.299985621,walking
129.9738894,51.9929205,5.939988521,23.23162704,1.101493009,306.3927443,4.80259953,3.280179079,walking
130.082522,51.99328774,5.938929383,21.39006687,1.195226682,64.31230221,4.805834974,3.275436954,walking
130.1665312,51.99285942,5.939375019,22.04843063,1.031555519,316.4074056,4.787129008,3.302715987,walking
130.2068695,51.99327589,5.938981433,22.22226136,1.620983278,93.22883922,4.771842821,3.324763619,walking
130.3049173,51.99262691,5.939704067,21.85407963,1.134375688,319.4718396,4.79204756,3.295575399,walking
130.3598853,51.99396098,5.937879643,22.69554715,1.167259558,137.270669,4.788141991,3.301247235,walking
130.4948055,51.99397194,5.937936239,22.49098845,1.048266809,150.7001528,4.777407608,3.316762515,walking
130.5022905,51.99335,5.938838827,21.92273843,1.27787114,28.33073705,4.814768399,3.262290958,walking
130.7096368,51.9932921,5.938955083,21.69203471,1.252995591,79.28799221,4.791114154,3.29693224,walking
130.7843347,51.99262608,5.939694168,21.85523916,1.016735657,322.3479987,4.781363743,3.3110569,walking
130.9738756,51.99292755,5.939992731,23.03832643,1.024301726,310.4110117,4.794057344,3.292651092,walking
131.0825115,51.99329502,5.938947815,21.64180282,1.152029133,65.94338462,4.79119537,3.296814214,walking
131.1665213,51.99286432,5.939362076,22.08322748,1.063097991,320.8120041,4.784847833,3.306020001,walking
131.2068607,51.99327731,5.939001438,22.28015685,1.49793284,80.38725249,4.765846833,3.333352817,walking
131.304904,51.9926315,5.939693867,21.89898043,1.072427993,312.9663298,4.784081656,3.307128625,walking
131.3612778,51.99395833,5.937889159,22.85690156,1.175117554,132.9924768,4.783254836,3.30832438,walking
131.4947935,51.99396166,5.937942247,22.71456241,1.271506896,153.5923186,4.774456088,3.321009801,walking
131.5022852,51.993352,5.938857294,22.04697151,1.285680301,36.81639619,4.791523435,3.296337393,walking
131.7096285,51.99329344,5.938965981,21.57517007,1.070583319,75.78683219,4.786461878,3.303682752,walking
131.784322,51.9926355,5.939693286,22.22584064,1.063936317,324.8339289,4.780303198,3.312587865,walking
131.9738632,51.99293101,5.939994214,23.06707193,1.110444111,306.9188289,4.78698552,3.302923957,walking
132.0825016,51.99329553,5.938969021,21.75349178,1.166443581,71.45288474,4.784863551,3.305997252,walking
132.1677092,51.9928735,5.939354582,22.03311022,1.092645288,319.0666486,4.783960558,3.307303797,walking
132.2079858,51.9932764,5.939024911,22.24335119,1.459926718,79.62662334,4.764616135,3.33511171,walking
132.3048922,51.99264156,5.939691758,21.88829606,1.074259038,323.2213862,4.782963856,3.308745047,walking
132.3612882,51.99395295,5.937901098,23.04703669,1.374331072,128.9235028,4.7809968,3.311586724,walking
132.4959916,51.99395517,5.93794802,22.59557666,1.122223356,151.2302004,4.773888477,3.321825679,walking
132.5022738,51.99336078,5.938876904,22.31446582,1.34057161,32.75392625,4.793917937,3.292854058,walking
132.7108588,51.99329733,5.938980356,21.7565659,1.117565617,70.97386565,4.783906428,3.307382094,walking
132.7843105,51.99264737,5.939690144,22.44377069,1.162609688,324.1407063,4.777433712,3.316724914,walking
132.9752512,51.99293822,5.939986237,23.10423032,1.056455411,309.4054486,4.783907914,3.307379945,walking
133.0835438,51.9932972,5.938985364,21.61233804,1.174406286,74.7250025,4.782181614,3.309875533,walking
133.1677032,51.99287784,5.939344864,22.07399239,1.014046083,315.3505368,4.782815734,3.308959155,walking
133.2079879,51.99327781,5.939043812,22.39679399,1.308571185,79.49868187,4.763510454,3.336690754,walking
133.3062853,51.99265072,5.939689644,21.89038743,1.09722249,314.1347728,4.776931516,3.317448165,walking
133.3612759,51.99394945,5.937909915,22.93500845,1.08532398,131.5361444,4.778314654,3.315455639,walking
133.4960003,51.99394768,5.937956682,22.45354738,1.085615458,149.8832036,4.7721097,3.32438055,walking
133.5022782,51.99336731,5.938895717,22.69670288,1.347474363,41.3653854,4.785619444,3.304902959,walking
133.7108666,51.99330133,5.938996875,21.84544696,1.297216693,73.95784123,4.782684463,3.309148887,walking
133.7857381,51.99265368,5.939687574,22.47492197,1.117710843,328.0845316,4.779303646,3.314029826,walking
133.9752594,51.99294577,5.939981438,23.11723196,1.096475276,309.7555022,4.786677412,3.303370459,walking
134.0835449,51.99330015,5.939002751,21.77559217,1.169194995,77.59313736,4.7826706,3.309168923,walking
134.1676873,51.99288658,5.939341764,22.11916938,1.058629362,328.3609762,4.787994305,3.301461429,walking
134.2079791,51.99327609,5.939064356,22.44090209,1.414139522,83.97441681,4.767830197,3.330515313,walking
134.3062906,51.99265802,5.939683898,21.81845858,1.000723044,317.6325167,4.777473722,3.316667283,walking
134.3612776,51.99394398,5.937923538,22.80720027,1.147433592,137.6260086,4.776592662,3.317936041,walking
134.4959925,51.99393657,5.937959324,22.70244044,1.067117698,155.3727411,4.771810781,3.324809603,walking
134.5022829,51.99337655,5.938916454,22.67790251,1.285139499,42.91714528,4.780338594,3.312536786,walking
134.7108568,51.99330087,5.939009292,21.55224066,1.138265464,82.5372824,4.783970139,3.30728994,walking
134.7857399,51.99265985,5.939680318,22.52332665,1.110445977,323.6695091,4.775198673,3.319941967,walking
134.9752462,51.99295325,5.939982586,23.08079407,0.9766609368,314.223103,4.782096818,3.309998045,walking
135.0835353,51.99329834,5.939024229,21.84067325,1.261674368,81.96054901,4.787446493,3.30225576,walking
135.1676893,51.99289318,5.939327206,22.14252129,1.065722621,321.6273954,4.781493706,3.310869217,walking
135.2079902,51.99328004,5.939084149,22.46001554,1.353669673,81.3604374,4.767924692,3.330380032,walking
135.3062786,51.99266641,5.939673191,22.02722617,1.080448727,320.341072,4.771529779,3.325212866,walking
135.3612843,51.99393855,5.93793278,23.05949003,1.218641193,132.4209604,4.775609711,3.319350678,walking
135.496001,51.99393289,5.937964211,22.99798554,1.111723697,156.674033,4.77051306,3.326671335,walking
135.5022718,51.99338487,5.93892807,22.50946328,1.329836329,37.93645646,4.783428591,3.308073148,walking
135.7108642,51.99330657,5.93902856,21.57589316,1.2693492,73.90973383,4.783615263,3.307803206,walking
135.7857252,51.99266302,5.939664994,22.68611156,1.264169312,306.7133953,4.769641784,3.327920414,walking
135.9752471,51.99296041,5.939976857,22.9805089,1.065972262,309.7470164,4.78115127,3.311363701,walking
136.0835394,51.99330261,5.939040284,21.81323169,1.266758767,77.70105538,4.782376689,3.309593667,walking
136.1676962,51.99289977,5.93931578,22.2730527,1.107824004,321.1266742,4.781214161,3.311272894,walking
136.2079966,51.99328197,5.939109482,22.43170969,1.373896963,79.03311606,4.766912645,3.331828458,walking
136.3062861,51.99267224,5.939663198,22.3016725,1.217822224,312.9636835,4.773326203,3.322633594,walking
136.3612731,51.99393226,5.937946307,23.05743811,1.173232882,131.5598264,4.774118143,3.321495596,walking
136.4960151,51.99392727,5.937976614,23.28492214,1.119295798,153.6127626,4.76360136,3.336560971,walking
136.5022746,51.99338948,5.93893721,22.26123495,1.132127232,39.22044677,4.781051248,3.311508116,walking
136.7108707,51.99330795,5.939050222,21.74093854,1.304591254,75.98004479,4.781467077,3.310907674,walking
136.7857261,51.99266955,5.939654026,22.5478591,1.139711621,318.3393016,4.769687188,3.327855339,walking
136.9752536,51.99296527,5.939974877,23.10343556,0.960228711,308.3078229,4.784006249,3.307237706,walking
137.0835495,51.99330289,5.939053324,21.86434482,1.177912941,82.35435724,4.781723428,3.310537433,walking
137.1676841,51.99290876,5.939302313,22.14071259,1.04809182,315.909702,4.778362986,3.315385981,walking
137.2079872,51.9932819,5.939129008,22.26450279,1.307345491,83.95571304,4.769009955,3.328825781,walking
137.3062973,51.9926799,5.939655506,22.21386457,1.073414394,320.8538168,4.773323733,3.322637142,walking
137.3612843,51.99393013,5.937953462,23.03274824,1.164405682,138.1208865,4.772118035,3.324368585,walking
137.4960099,51.99391876,5.937982192,23.47789073,1.18689404,150.7782425,4.763703016,3.336415832,walking
137.502278,51.99339525,5.93895087,22.31970238,1.183438302,49.16962541,4.780549203,3.312232834,walking
137.7108589,51.9933108,5.939068725,21.72171692,1.282823457,78.36289347,4.780629544,3.312116876,walking
137.7857323,51.99267585,5.939637236,22.61030097,1.130161659,316.844006,4.766274117,3.332741825,walking
137.9752421,51.99297425,5.939968327,23.11079014,1.020657339,305.9468164,4.781410332,3.310989621,walking
138.0835422,51.99330767,5.93907093,21.93268947,1.292255992,81.4808835,4.785257437,3.305427096,walking
138.1676884,51.99291569,5.939285728,22.34564486,1.070755848,308.779581,4.777046136,3.317283113,walking
138.2079895,51.99328526,5.939147242,22.18168849,1.437743273,79.09214292,4.769599382,3.327981185,walking
138.3062876,51.99268951,5.939646019,21.9725456,1.117708582,321.6850893,4.771405562,3.325391105,walking
138.3612872,51.99392059,5.937959058,22.95650131,1.269226364,141.215937,4.767929143,3.330373661,walking
138.4960165,51.99391004,5.937992792,23.59142266,1.118806105,145.9143943,4.755298639,3.348383474,walking
138.5022677,51.99339947,5.938972031,22.35344132,1.281915021,60.23418798,4.780212601,3.312718599,walking
138.7108647,51.99330951,5.93909207,21.66106596,1.355025262,83.68871135,4.780281893,3.31261861,walking
138.7857159,51.99268366,5.939626636,22.7054547,1.115349918,317.8464547,4.764512627,3.335259579,walking
138.9752473,51.9929797,5.939964994,23.00273033,0.9434228401,314.449489,4.786114773,3.304185589,walking
139.0535931,51.99306699,5.938702707,22.66315651,,,57.46148851,14.2418623,walking
139.0835466,51.99330792,5.939085414,21.89913127,1.20803347,79.76958408,4.780202686,3.312732906,walking
139.2079949,51.99328362,5.939159945,22.15323188,1.313930325,87.00910464,4.768388675,3.329715675,walking
139.3062969,51.99269725,5.939633113,22.04430114,1.149528859,321.2344742,4.76852915,3.329514496,walking
139.3612742,51.99391492,5.937968072,22.91671369,1.212666197,141.9514602,4.761984984,3.338867479,walking
139.4960284,51.99390106,5.938001636,23.7916688,1.169771117,150.6190473,4.7591617,3.342890507,walking
139.5022753,51.9934032,5.938986214,22.02273257,1.187224111,52.71698111,4.783217296,3.308378657,walking
139.5875642,51.99275608,5.938784328,22.36362648,,,43.0,19.04846764,walking
139.7108396,51.9933116,5.93911321,21.86452383,1.294843653,85.0404944,4.779513703,3.313726874,walking
139.785722,51.99269096,5.939616058,22.7555153,1.203616562,314.0768779,4.768078054,3.330160462,walking
139.9752508,51.99298591,5.939955169,23.00450695,1.012309551,308.7661657,4.788001055,3.30145164,walking
140.0835621,51.9933078,5.939104557,21.76666198,1.256701606,78.77806383,4.781805315,3.310419152,walking
140.2079873,51.99328651,5.939176097,22.18436468,1.309183867,86.71720221,4.770209261,3.327106948,walking
140.3063059,51.99269921,5.939617618,22.18073373,1.20558571,311.643216,4.768492796,3.329566562,walking
140.3612764,51.99390736,5.937980573,22.87702992,1.18582104,143.6304763,4.764006891,3.335981921,walking
140.496021,51.99389323,5.938002581,23.66373621,1.190611312,151.2420425,4.755292107,3.34839275,walking
140.502272,51.99340937,5.938996704,21.73313337,1.108036599,50.19044994,4.783346936,3.308191216,walking
140.7108153,51.99331152,5.939134911,21.93751864,1.329142986,88.43824116,4.778835128,3.314705394,walking
140.7857211,51.99270112,5.939605561,22.62348067,1.137756612,313.7230138,4.762678585,3.337878027,walking
140.9752373,51.99299227,5.939952021,22.94343266,0.9339092809,303.1267554,4.787366388,3.30237189,walking
141.0835596,51.99330923,5.93911993,21.79050475,1.190081762,83.80821689,4.781883499,3.310306215,walking
141.2079976,51.99328812,5.939193015,22.0820728,1.374222007,79.83154355,4.770590763,3.326559905,walking
141.3062987,51.99270722,5.939610301,22.13493909,1.194430002,314.9288877,4.770461958,3.326744616,walking
141.3612853,51.99389926,5.937998231,22.89717572,1.243144436,139.0037876,4.762280225,3.338446359,walking
141.4960271,51.99388815,5.938012723,23.71376746,1.068675834,152.2542501,4.756936055,3.346056844,walking
141.5022588,51.99341195,5.939011374,21.73002235,1.061839638,60.15647172,4.782036195,3.310085628,walking
141.710827,51.99331068,5.939156303,22.04291424,1.244708015,93.06872863,4.77679094,3.317650576,walking
141.7857037,51.99270991,5.939590296,22.46601923,1.110140088,311.3579134,4.76674812,3.332063834,walking
141.9752409,51.99300058,5.939943947,22.93139296,1.00160919,303.2839218,4.787302816,3.302464047,walking
142.0835679,51.99331466,5.939140523,21.95420821,1.303081402,79.08655308,4.781840318,3.31036859,walking
142.2079968,51.99329542,5.939213744,22.00561524,1.355191699,70.82149798,4.77138081,3.325426619,walking
142.3063025,51.99271409,5.939607743,22.23883083,1.124037881,312.6071867,4.769333741,3.328361864,walking
142.3612707,51.99388921,5.938005912,22.94680321,1.197913149,141.0935918,4.763640663,3.336504858,walking
142.4960319,51.99388105,5.938019027,23.70444762,1.156125654,151.7807859,4.759210494,3.34282104,walking
142.5022466,51.99341741,5.939023928,21.87459863,1.09847993,59.95032478,4.787286773,3.302487302,walking
142.710835,51.99330441,5.939172611,22.1516349,1.268405524,101.0013583,4.778040972,3.315850042,walking
142.7857122,51.99271932,5.939581413,22.44659173,1.11796929,315.3310019,4.765430198,3.333948419,walking
142.9752469,51.99300834,5.939934935,22.99511255,1.053503021,309.7189023,4.786606587,3.303473083,walking
143.0835731,51.99331344,5.939158097,21.96446689,1.302338477,85.60061841,4.780384209,3.312470958,walking
143.2079839,51.99329765,5.939233609,21.9440931,1.287063245,75.05615044,4.769515193,3.328101841,walking
143.3063054,51.9927246,5.93959832,22.25153715,1.131252033,317.9226079,4.767695784,3.330707725,walking
143.3612746,51.9938794,5.938025227,22.94312423,1.110869597,136.6699159,4.732997917,3.379832503,walking
143.4960259,51.99387008,5.938030068,23.83289036,1.223502365,145.2013998,4.757782183,3.344853619,walking
143.5022364,51.99342113,5.939048966,21.9477826,1.303281986,67.219614,4.781912746,3.310263966,walking
143.7108248,51.99330213,5.939193232,22.25917715,1.255362369,103.9623565,4.775748738,3.319150647,walking
143.7857141,51.99272565,5.939566068,22.44941207,1.157513106,312.2281735,4.765352058,3.334060107,walking
143.9752357,51.99301662,5.939920756,23.0677815,1.1026102,306.4802708,4.786637157,3.303428789,walking
144.0835661,51.99331243,5.939176515,22.06869888,1.242731079,86.79240205,4.781511243,3.310843891,walking
144.2079893,51.9932982,5.939252714,21.84822437,1.325802538,80.81816515,4.772186381,3.324270472,walking
144.3062944,51.99273451,5.939586563,22.33576447,1.226867628,320.4739966,4.770473863,3.326727545,walking
144.3612756,51.99387225,5.938035791,23.14813839,1.066719889,136.8190027,4.733226573,3.379512279,walking
144.4960395,51.99386317,5.938036094,23.78695869,1.108997479,143.0052673,4.757454023,3.34532035,walking
144.5022243,51.99342186,5.93906805,21.97241511,1.266131676,75.09947887,4.78035355,3.312515204,walking
144.7108258,51.99329746,5.939211347,22.19702198,1.296825216,105.0834065,4.776769014,3.317682145,walking
144.7857012,51.99273282,5.93955528,22.40050132,1.19685736,314.3983347,4.765885808,3.333297091,walking
144.9752411,51.99302206,5.939904541,23.03334903,1.061493151,305.8962057,4.788626853,3.300543879,walking
145.0835747,51.99331338,5.939197164,22.16045056,1.260746439,87.65896218,4.779975366,3.313060902,walking
145.2079899,51.99330418,5.939270885,21.85331215,1.373819432,76.27857181,4.773232098,3.322768781,walking
145.3063015,51.99274058,5.939572113,22.25112299,1.183934279,317.701849,4.768931956,3.328937522,walking
145.3612611,51.99386492,5.938048156,23.00044914,1.131672463,137.4813026,4.730488777,3.383343459,walking
145.4960508,51.99385579,5.938045787,23.64446841,1.084765516,150.2381069,4.756393119,3.346828578,walking
145.5022125,51.99342689,5.939084962,22.04923743,1.201420075,68.52224922,4.78126729,3.311196178,walking
145.7108335,51.99328946,5.93923218,22.20613323,1.360700427,113.7386519,4.780224701,3.31270114,walking
145.7857077,51.99273867,5.939546179,22.36531442,1.046269577,316.7161587,4.766946099,3.331780593,walking
145.9752514,51.99302781,5.939893158,23.06129527,1.046496078,305.5640665,4.788131241,3.301262826,walking
146.0835787,51.99331307,5.939216944,22.05930112,1.321630582,91.28646984,4.777588181,3.316502406,walking
146.2079787,51.99330464,5.939291312,21.88811129,1.376468437,79.0897871,4.779017179,3.314442915,walking
146.3063061,51.99275006,5.93956065,22.30792205,1.145545215,319.4025777,4.768781282,3.329153363,walking
146.3612461,51.99385468,5.938058215,22.99524324,1.231188692,137.9130192,4.731297652,3.382212229,walking
146.4960397,51.99384623,5.938056641,23.56746125,1.194229414,145.9406205,4.752996095,3.351651109,walking
146.5022013,51.99342893,5.93910406,21.918211,1.150911525,76.55970694,4.78125063,3.311220235,walking
146.7108221,51.99328194,5.93924979,22.31373979,1.35884112,118.2271067,4.775139013,3.320027776,walking
146.7857068,51.99274438,5.939529491,22.47659865,1.152835724,309.7050713,4.768337604,3.329788812,walking
146.9752375,51.99303042,5.939876474,23.18163873,1.190080423,295.6843624,4.79008755,3.298423607,walking
147.0835683,51.99331142,5.939234976,22.1125986,1.241309135,98.14717907,4.775422006,3.319620716,walking
147.2079687,51.99330809,5.939310155,21.96184031,1.345444665,81.99637644,4.773099495,3.322959261,walking
147.3062936,51.99275922,5.939553257,22.38664816,1.112411467,319.0033311,4.769767735,3.327739891,walking
147.3612331,51.99384633,5.938070907,23.12786627,1.262649893,136.5546089,4.732546709,3.380464269,walking
147.4960374,51.99383565,5.93806564,23.49435141,1.261989559,149.5183833,4.755086105,3.34868529,walking
147.5021895,51.9934325,5.939117924,22.00836709,1.072161068,71.58817648,4.783508389,3.307957758,walking
147.7108102,51.99327839,5.939258447,22.69988215,1.160546779,119.7439299,4.731777388,3.381541037,walking
147.7856892,51.99275185,5.939517174,22.47155877,1.122944862,309.7434096,4.767108457,3.331548287,walking
147.9752283,51.99303644,5.939870222,23.29664626,1.024579149,308.8168034,4.790475616,3.297859974,walking
148.083562,51.99330871,5.93925349,22.08420327,1.178737941,97.85765268,4.773834906,3.321902666,walking
148.2079562,51.99331285,5.939331272,21.90116423,1.29632239,73.06848163,4.777613665,3.316465695,walking
148.3062832,51.99277076,5.939541496,22.51425952,1.187688716,315.3963924,4.770079275,3.327293306,walking
148.3612182,51.99384001,5.938082928,23.18864298,1.174725564,133.9401168,4.73320919,3.379536624,walking
148.496034,51.99382731,5.938075278,23.53487704,1.178508374,152.1612266,4.757686315,3.344989979,walking
148.502178,51.99343608,5.939136032,22.07184401,1.219167096,72.27971563,4.783760739,3.307592814,walking
148.7107966,51.99327087,5.939276193,22.76629675,1.225656342,122.1495842,4.732078972,3.381118991,walking
148.7856717,51.99276023,5.939505972,22.3154224,1.081622433,314.9857783,4.767433165,3.331083615,walking
148.9752173,51.99303972,5.939852256,23.11816502,1.027937929,293.7328167,4.790619993,3.297650242,walking
149.0835562,51.99330349,5.939273316,22.16545997,1.216424586,103.619034,4.771993284,3.324547658,walking
149.2079463,51.99331522,5.939347937,22.32785467,1.333180037,70.67380013,4.773050012,3.323030336,walking
149.3062717,51.99277924,5.939534702,22.67368809,1.066219493,323.9430632,4.770609305,3.326533314,walking
149.3612041,51.99383216,5.938096279,23.13889189,1.208371685,133.8012039,4.732148713,3.381021383,walking
149.4960293,51.99382096,5.938086241,23.80549467,1.169085788,150.4742996,4.756191288,3.347115395,walking
149.5021676,51.99343297,5.939149058,21.92095378,1.099099772,85.3601652,4.782886023,3.308857556,walking
149.710785,51.99326183,5.939291849,22.70889226,1.311875373,127.8583247,4.731311755,3.382192501,walking
149.7856543,51.992769,5.939493217,22.32038705,1.17107787,314.2065368,4.76656488,3.332325956,walking
149.9752082,51.99304584,5.939842167,23.04980829,1.019070953,309.8762262,4.791682239,3.296106544,walking
150.0835489,51.99329352,5.939290869,21.88680209,1.263665376,116.4217519,4.770136628,3.327211082,walking
150.2079349,51.99332362,5.939363772,22.13978694,1.281013114,74.36329541,4.773234121,3.322765875,walking
150.30626,51.99278922,5.939521298,22.76367913,1.190826111,320.3238378,4.771329044,3.325500893,walking
150.3611902,51.99382489,5.938104184,22.80109861,1.122874483,137.4645032,4.73166169,3.381702926,walking
150.496027,51.99381043,5.938102465,24.08909127,1.257039199,143.0016015,4.755356288,3.3483016,walking
150.5021558,51.99343096,5.939160508,21.97863189,0.9453240767,89.65626376,4.784834825,3.306038827,walking
150.7107732,51.99325427,5.939303655,22.43257122,1.264501284,130.1270597,4.730577546,3.383219341,walking
150.7856379,51.99277325,5.939477004,22.21350785,1.132732341,316.9596044,4.767326436,3.331236359,walking
150.9751983,51.99305205,5.939826432,23.07892055,1.132497029,303.7859231,4.791935737,3.295737993,walking
151.0835418,51.9932868,5.939303757,21.85528222,1.159046913,117.6539466,4.769007194,3.328829736,walking
151.2079232,51.99333147,5.9393864,22.29636015,1.41577873,67.28725019,4.775095753,3.320089996,walking
