"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.047390244E2,2.197807550E0,1.102941704E1,2.768406105E1
2.047587734E2,-1.336690545E0,1.511366558E1,1.899063683E1
2.047785281E2,-4.820042133E0,1.991785622E1,1.394237900E1
2.047983259E2,-3.982554197E0,2.115404701E1,1.149990559E1
2.048180246E2,-2.647060156E0,1.871785545E1,9.213563919E0
2.048377793E2,-1.823031783E0,1.521685696E1,8.690134048E0
2.048575427E2,-1.994417667E0,1.315304661E1,6.500700951E0
2.048773622E2,-2.306980133E0,1.116251755E1,7.242177010E0
2.048971168E2,-7.402794957E-1,8.839983940E0,1.389900970E1
2.049168354E2,3.384647608E0,5.124528885E0,2.492214584E1
2.049366012E2,9.574581146E0,1.309771299E0,3.410041428E1
2.049563559E2,1.283719444E1,9.311071038E-1,3.599283981E1
2.049760682E2,1.199163055E1,1.925324917E0,3.854508209E1
2.049958464E2,1.280608749E1,-3.878765583E0,4.503950119E1
2.050156011E2,1.005494022E1,-1.080179977E1,3.649114227E1
2.050353598E2,6.811468601E0,-1.019820976E1,1.353619766E1
2.050550977E2,4.345366001E0,-7.528418064E0,-8.890532494E0
2.050748523E2,2.354537487E0,-7.621738434E0,-1.724477386E1
2.050946221E2,1.290927768E0,-8.812466621E0,-1.918744659E1
2.051143899E2,3.037389278E0,-1.127019501E1,-1.866282082E1
2.051341445E2,2.480459690E0,-1.463121319E1,-1.061037350E1
2.051538723E2,2.937788010E0,-1.654876137E1,-3.968795538E0
2.051736260E2,4.823332310E0,-1.481067467E1,-3.886243105E0
2.051933807E2,8.079963684E0,-1.364417362E1,-4.591826439E0
2.052131464E2,1.012074280E1,-1.468026638E1,-1.534995675E0
2.052328886E2,1.020598698E1,-1.596551132E1,3.539881945E0
2.052526433E2,9.952048302E0,-1.698216057E1,7.656434059E0
2.052724362E2,1.268046474E1,-1.802782440E1,1.508973789E1
2.052921412E2,1.454895973E1,-1.707578087E1,2.609223557E1
2.053118959E2,1.261346531E1,-1.421426392E1,4.098037720E1
2.053316831E2,4.877170563E0,-8.558527946E0,5.178755951E1
2.053514552E2,-1.775175333E0,-1.995015889E-1,4.943751144E1
2.053712099E2,-2.589632273E0,5.892325878E0,3.697269821E1
2.053909696E2,-3.379862010E-2,1.028913784E1,2.305125618E1
2.054107227E2,1.263410330E0,1.237448215E1,1.451127338E1
2.054304774E2,-1.611266971E0,1.255783272E1,1.162702465E1
2.054505905E2,-5.755336761E0,1.470299816E1,1.056221867E1
2.054699357E2,-7.803592682E0,1.878246117E1,7.446763039E0
2.054896903E2,-1.009113121E1,2.084627151E1,1.373181105E0
2.055094763E2,-1.216690540E1,1.852493286E1,3.888336942E-2
2.055292110E2,-1.295025539E1,1.352692509E1,5.791528225E0
2.055489657E2,-1.218126202E1,8.473583221E0,1.427528095E1
2.055687381E2,-8.868398666E0,5.578567028E0,2.356990051E1
2.055885134E2,-4.995914459E0,3.264408350E0,3.809972000E1
2.056082681E2,3.699901998E-1,-3.460918903E0,5.264867783E1
2.056279788E2,6.182754517E0,-1.091575813E1,5.374818039E1
2.056477444E2,1.312732410E1,-1.186540890E1,4.094777679E1
2.056674990E2,1.723550224E1,-1.067378330E1,2.464547539E1
2.056872758E2,1.507119370E1,-1.055503941E1,1.287159157E1
2.057070156E2,1.078445148E1,-1.120678520E1,6.365207195E0
2.057267703E2,9.495617867E0,-1.025324535E1,-8.931210637E-1
2.057465713E2,1.078445148E1,-8.687741280E0,-8.046165466E0
2.057667021E2,1.018804073E1,-7.644769192E0,-1.285514069E1
2.057864568E2,1.019402313E1,-9.594620705E0,-1.264188004E1
2.058058071E2,1.007288647E1,-9.611370087E0,-8.114360809E0
2.058255386E2,1.061785126E1,-1.017069244E1,-7.102196693E0
2.058452934E2,1.113649559E1,-1.034566784E1,-7.224529743E0
2.058650698E2,1.011476040E1,-8.413463593E0,-4.188037872E0
2.058848173E2,8.813961983E0,-8.053044319E0,9.598209858E-1
2.059045720E2,5.763412476E0,-8.379963875E0,6.302993774E0
2.059243360E2,2.578565598E0,-7.890033722E0,1.266670609E1
2.059440760E2,1.207179070E0,-7.270890713E0,2.061476517E1
2.059638307E2,8.192426562E-1,-7.467401028E0,3.049861908E1
2.059835935E2,1.189232826E0,-6.227620125E0,3.855255890E1
2.060033362E2,7.088736892E-1,-2.639283419E0,4.011896133E1
2.060230910E2,4.070789516E-1,2.378166676E0,3.503451157E1
2.060428452E2,8.982058167E-1,7.191927433E0,2.599293327E1
2.060626183E2,1.229910851E0,1.073719311E1,1.828774452E1
2.060823730E2,1.408475280E0,1.273519993E1,1.342971706E1
2.061021234E2,1.298106313E0,1.555813313E1,9.624231339E0
2.061218893E2,-1.106979609E0,1.866162300E1,7.465905666E0
2.061416440E2,-3.153740168E0,2.071436691E1,5.512465000E0
2.061613825E2,-3.525225878E0,2.084387779E1,3.775874138E0
2.061811539E2,-3.223431110E0,2.037309074E1,3.963710785E0
2.062009086E2,-6.955337048E0,1.635344696E1,7.088737011E0
2.062206558E2,-1.123729324E1,8.377571106E0,1.816541290E1
2.062403968E2,-1.057149029E1,1.415055513E0,2.830559731E1
2.062601515E2,-7.318448067E0,1.743769497E-1,2.803490829E1
2.062798983E2,3.723830283E-1,-1.926521301E0,3.262344360E1
2.062996596E2,1.078684425E1,-9.278469086E0,3.756432343E1
2.063194143E2,1.355952740E1,-1.260808182E1,3.453889847E1
2.063391864E2,1.015902805E1,-1.269183064E1,2.905305481E1
2.063589127E2,7.004390240E0,-1.204636669E1,2.049991035E1
2.063786674E2,8.437990189E0,-1.049402237E1,1.174905872E1
2.063984487E2,1.193898869E1,-9.363413811E0,5.898008823E0
2.064181946E2,1.364447308E1,-7.684250832E0,2.175673962E0
2.064379494E2,1.611207199E1,-1.035284615E1,-1.375872970E0
2.064576972E2,1.413679600E1,-1.138654518E1,-4.480261326E0
2.064774697E2,1.155583763E1,-1.291944790E1,-6.110371590E0
2.064972244E2,9.454939842E0,-1.242473125E1,-7.202695370E0
2.065169748E2,7.794919014E0,-1.170509052E1,-7.019644260E0
2.065367181E2,5.998208046E0,-1.104497051E1,-5.277968407E0
2.065564727E2,5.635396481E0,-9.684351921E0,-4.259822369E0
2.065765567E2,5.713163376E0,-8.371588707E0,-6.308078766E0
2.065959784E2,5.672485352E0,-7.368099213E0,-1.046560764E1
2.066157331E2,8.436793327E0,-7.753642559E0,-1.549352646E1
2.066354818E2,1.267807198E1,-8.647063255E0,-9.728918076E0
2.066552279E2,2.242403793E1,-1.675962830E1,2.459014130E1
2.066749826E2,2.360639191E1,-1.895265007E1,6.195526123E1
2.066947640E2,9.242876053E0,-5.444269657E0,5.434369278E1
2.067145149E2,5.507081509E0,2.451147795E0,4.149543381E1
2.067342696E2,1.058524966E0,7.490133286E0,2.650798798E1
2.067540024E2,-3.504886866E0,1.248485088E1,9.571589470E0
2.067737508E2,-7.725526810E0,1.603370667E1,2.855833769E0
2.067935055E2,-1.486660671E1,1.852373695E1,1.480858088E0
2.068132890E2,-2.003241158E1,1.674407578E1,1.208973646E0
2.068330299E2,-2.032583237E1,1.203200912E1,4.027419567E0
2.068527847E2,-1.656132317E1,6.884150982E0,7.462316513E0
2.068725503E2,-9.373882294E0,4.111168385E0,9.224330902E0
2.068922797E2,-1.077069283E0,4.089632988E0,1.378176117E1
2.069120345E2,7.489235878E0,1.068993568E0,2.200918198E1
2.069317984E2,1.439910889E1,-1.136830044E1,2.935604477E1
2.069515643E2,2.097129631E1,-1.828056717E1,3.873082733E1
2.069713191E2,2.357408905E1,-2.063181496E1,4.070729828E1
2.069910587E2,1.931845284E1,-1.737039757E1,2.851526833E1
2.070108126E2,1.580668736E1,-1.267747307E1,1.419003677E1
2.070305674E2,1.371775341E1,-9.198010445E0,5.120939732E0
2.070503144E2,1.453938866E1,-7.612166882E0,-1.851446480E-1
2.070700446E2,1.619342804E1,-6.908079147E0,-6.012266159E0
2.070897993E2,1.604357719E1,-6.245566368E0,-1.057926750E1
2.071095537E2,1.356311703E1,-6.296114445E0,-1.139372444E1
2.071293374E2,1.042014408E1,-7.413562775E0,-9.288040161E0
2.071490922E2,9.082257271E0,-9.291629791E0,-5.700900078E0
2.071688165E2,8.010272980E0,-8.977870941E0,-3.116053343E0
2.071885966E2,5.335695267E0,-5.729314804E0,-3.307778120E0
2.072083513E2,4.470989227E0,-3.718446493E0,8.521439433E-1
2.072280861E2,4.746462822E0,-4.598706245E0,1.191206932E1
2.072478442E2,6.934699059E0,-5.661119461E0,2.488116837E1
2.072675989E2,7.703692436E0,-4.178466320E0,3.291686630E1
2.072873469E2,5.422136307E0,-4.067798555E-1,2.652593422E1
2.073070974E2,5.277071476E0,1.814058661E0,1.937169456E1
2.073268521E2,4.502095699E0,2.700300455E0,1.489083481E1
2.073466222E2,2.114956141E0,2.836990356E0,1.206192017E1
2.073667094E2,-1.128515005E0,2.956631422E0,9.702297211E0
2.073864641E2,-3.909573078E0,3.137588739E0,7.167700291E0
2.074058849E2,-5.874977589E0,3.489632607E0,5.208277702E0
2.074256358E2,-6.350551128E0,3.806980848E0,4.277469635E0
2.074453905E2,-5.974578857E0,3.519542933E0,4.330410957E0
2.074651455E2,-4.737190723E0,3.620340586E0,5.743671417E0
2.074848760E2,-4.528416991E-1,1.842772484E0,1.104975605E1
2.075046308E2,6.423233509E0,-3.390330553E0,2.063540268E1
2.075244045E2,1.425314713E1,-7.364510059E0,2.433620262E1
2.075441373E2,1.583659744E1,-7.075576782E0,1.857279015E1
2.075638920E2,1.303609753E1,-4.868197441E0,1.381406403E1
2.075836423E2,1.024307537E1,-3.644268990E0,1.195155048E1
2.076034053E2,9.877572060E0,-2.574677229E0,1.061366367E1
2.076231600E2,1.181097221E1,-1.628315806E0,8.079365730E0
2.076429349E2,1.400519085E1,-1.015154958E0,3.865604877E0
2.076626776E2,1.546870136E1,-8.078767657E-1,6.520441920E-2
2.076824324E2,1.603041649E1,-8.162516356E-1,-2.162812471E0
2.077021990E2,1.507238960E1,-5.264210105E-1,-3.479164124E0
2.077219258E2,1.308515072E1,-1.186241865E0,-3.102892876E0
2.077416802E2,1.089811039E1,-2.129014015E0,-1.181755304E0
2.077614309E2,8.626125336E0,-2.414058924E0,6.113662124E-1
2.077811872E2,6.185147285E0,-2.998505831E0,2.213959217E0
2.078009417E2,2.989532709E0,-1.689332843E0,4.337589264E0
2.078207095E2,4.776672125E-1,-2.796611488E-1,5.359025478E0
2.078404884E2,-5.404788256E-1,-9.511470050E-2,4.997410297E0
2.078602428E2,-5.102694035E-1,3.768695518E-2,4.264308929E0
2.078799501E2,1.866401732E-1,-6.400800347E-1,3.651148319E0
2.078997117E2,1.229910851E0,-1.294217944E0,4.726722240E0
2.079194661E2,2.794218540E0,-1.668993831E0,5.633601665E0
2.079392468E2,4.160819530E0,-1.700100541E0,5.819045544E0
2.079589950E2,4.823332310E0,-1.291825175E0,5.148457050E0
2.079787494E2,5.256732464E0,-1.130010486E0,3.732504129E0
2.079985127E2,6.212665081E0,-1.345663667E0,3.405584812E0
2.080182432E2,7.219744205E0,-1.597209096E0,5.595017433E0
2.080379976E2,6.945466995E0,-1.175474167E0,9.981360435E0
2.080577447E2,5.770590782E0,-9.780662656E-1,1.364028549E1
2.080775101E2,4.338187218E0,-6.340979934E-1,1.634866142E1
2.080972646E2,3.781257868E0,5.623133183E-1,1.903998947E1
2.081170245E2,3.832703590E0,1.517049551E0,1.901097679E1
2.081367603E2,3.813561201E0,1.858325839E0,1.577109432E1
2.081565147E2,3.717549086E0,1.793719649E0,1.145324516E1
2.081762778E2,4.986044407E0,1.410269856E0,9.139386177E0
2.081960548E2,6.311966896E0,7.863413692E-1,8.474480629E0
2.082158092E2,7.415058136E0,5.647061467E-1,8.700901031E0
2.082355466E2,7.821239948E0,5.814558864E-1,9.280562401E0
2.082552883E2,7.940881252E0,8.413762450E-1,9.370293617E0
2.082750427E2,7.633104324E0,1.314556956E0,9.128618240E0
2.082948071E2,6.898806572E0,1.751845241E0,1.015603638E1
2.083145492E2,6.292824268E0,2.207977057E0,1.258026505E1
2.083343036E2,6.128616810E0,2.503789902E0,1.533290863E1
2.083540438E2,6.188736439E0,2.677568436E0,1.642164230E1
2.083738253E2,7.145566463E0,2.155334949E0,1.861705780E1
2.083935797E2,7.332505703E0,6.245267391E-1,2.002074623E1
2.084133394E2,5.772983551E0,5.754738450E-1,1.766591072E1
2.084330700E2,3.706781387E0,1.388734460E0,1.398664665E1
2.084528245E2,3.578765392E0,9.215358496E-1,1.257188988E1
2.084725946E2,6.361020088E0,-5.647061467E-1,1.233858967E1
2.084923721E2,8.832207680E0,-1.986341953E0,1.025204849E1
2.085121265E2,8.997312546E0,-2.871686220E0,7.260122776E0
2.085318746E2,8.167302132E0,-3.379562855E0,5.280062199E0
2.085516300E2,7.538587570E0,-4.019044876E0,3.039183855E0
2.085713844E2,6.503692150E0,-4.689932346E0,1.848455518E-1
2.085911777E2,5.326124191E0,-5.082654476E0,-1.666900039E0
2.086108782E2,5.042275429E0,-5.164010525E0,-1.367498159E0
2.086306325E2,5.194519043E0,-4.867001057E0,1.501496136E-1
2.086503992E2,5.830411434E0,-4.384249210E0,-4.618147612E-1
2.086701400E2,6.920341969E0,-3.608077526E0,-2.330310106E0
2.086898945E2,8.926724434E0,-3.875176191E0,-3.638286829E0
2.087096643E2,8.325527191E0,-3.366402388E0,-1.727917075E0
2.087294312E2,6.916752815E0,-2.063211441E0,6.922136784E0
2.087491858E2,9.529116631E0,-3.198605776E0,2.316850471E1
2.087689010E2,1.234995556E1,-6.379863262E0,3.959553146E1
2.087886875E2,6.648457527E0,-2.648854733E0,4.172035980E1
2.088084421E2,1.456331730E0,1.421037555E0,2.973710251E1
2.088281916E2,6.849454641E-1,4.171288013E0,1.707667732E1
2.088479398E2,2.396411896E0,5.541478157E0,8.473283768E0
2.088676943E2,2.294716835E0,6.564409733E0,3.500400543E0
2.088874528E2,-1.618146300E-1,7.536793232E0,1.862812400E0
2.089071996E2,-3.200400352E0,9.861719131E0,1.619940877E0
2.089269542E2,-6.572186470E0,1.227517986E1,4.950151742E-1
2.089467615E2,-8.557929993E0,1.192074299E1,2.051845491E-1
2.089665253E2,-9.464810371E0,1.084397316E1,3.676272869E0
2.089862799E2,-8.458627701E0,7.505686283E0,9.318847656E0
2.090060119E2,-6.541079998E0,5.453841209E0,1.441884995E1
2.090257554E2,-2.949153900E0,4.076472282E0,1.791147423E1
2.090455100E2,1.306481123E0,3.634697676E0,2.182344055E1
2.090652773E2,6.066403389E0,2.536092997E0,2.579044151E1
2.090849998E2,1.078445148E1,1.673779488E0,2.577847672E1
2.091047543E2,1.309591866E1,1.848754644E0,2.077059746E1
2.091245273E2,1.239541912E1,2.556730986E0,1.359960747E1
2.091443039E2,9.907781601E0,3.149552822E0,7.204789162E0
2.091640585E2,6.478567123E0,2.737389088E0,3.342175007E0
2.091838068E2,4.724927425E0,1.592423439E0,1.956431627E0
2.092035503E2,4.328616142E0,-1.671984792E-1,7.357929349E-1
2.092233049E2,5.318945408E0,-4.862215519E0,-1.848754644E0
2.092430443E2,6.783951283E0,-1.253749371E1,-4.162913322E0
2.092627975E2,7.022336483E0,-1.841127396E1,-5.834897995E0
2.092825521E2,2.101795673E0,-2.002583122E1,-6.165705681E0
2.093023297E2,-4.546662331E0,-1.813819313E1,-5.781059742E0
2.093220762E2,-3.474677563E0,-1.603729630E1,-3.649054527E0
2.093418307E2,2.787040234E0,-1.313868999E1,-5.434698462E-1
2.093616026E2,8.501399994E0,-7.272087097E0,8.861519814E0
2.093813792E2,1.354277802E1,-5.413163185E0,2.663480759E1
2.094011338E2,1.611446381E1,-5.010869503E0,4.739434052E1
2.094208434E2,1.050538826E1,2.443969250E0,5.050112152E1
2.094406042E2,3.564408541E0,8.794520378E0,3.849483490E1
2.094603587E2,-5.440680385E-1,1.186660576E1,2.751147842E1
2.094801121E2,-3.032902718E0,1.142722321E1,1.942672920E1
2.094998630E2,-5.817550182E0,1.009531879E1,1.335763359E1
2.095196175E2,-7.995018482E0,9.468698502E0,8.446963310E0
2.095393510E2,-8.434700012E0,1.112662506E1,5.356632710E0
2.095591302E2,-8.779565811E0,1.370399475E1,1.677368641E0
2.095788847E2,-1.297657585E1,1.192074299E1,-1.010369420E0
2.095986374E2,-1.462702560E1,7.506882668E0,7.671987534E0
2.096184312E2,-1.124237823E1,4.098007679E0,1.901964951E1
2.096381858E2,-6.051149368E0,1.398305774E0,2.510878563E1
2.096579185E2,-8.303094506E-1,1.386341572E0,3.363082504E1
2.096776469E2,8.712266922E0,-1.375573874E0,4.304986954E1
2.096974014E2,1.895534325E1,-5.190331459E0,4.462015915E1
2.097171818E2,2.393690109E1,-6.192924023E0,3.397329712E1
2.097369256E2,1.996750641E1,-5.431109428E0,1.899063683E1
2.097566801E2,1.276899910E1,-5.136492729E0,6.677769661E0
2.097764506E2,7.887042522E0,-5.807380676E0,-1.247557878E0
2.097962071E2,5.200500965E0,-5.794219971E0,-8.444869041E0
2.098159617E2,5.625824928E0,-6.833901405E0,-1.240708447E1
2.098357047E2,7.147959232E0,-1.056461143E1,-1.079133129E1
2.098554500E2,7.393522739E0,-1.238405323E1,-6.345167637E0
2.098752045E2,7.672585964E0,-1.016471100E1,-4.679164886E0
2.098949608E2,6.664011002E0,-6.711568356E0,-8.569595337E0
2.099146971E2,6.243771553E0,-6.988238335E0,-1.246451187E1
2.099344518E2,6.006583214E0,-7.374081135E0,-9.681061745E0
2.099542565E2,1.036391354E1,-7.318747044E0,2.925225735E0
2.099739757E2,1.336780262E1,-7.098607540E0,1.622991753E1
2.099937303E2,1.398724461E1,-5.614459038E0,2.686721039E1
2.100134812E2,1.095194912E1,-4.255036831E0,3.587170029E1
2.100332265E2,5.152644634E0,-9.541380405E-1,3.966761398E1
2.100529811E2,7.543373108E-1,2.317149639E0,3.585734558E1
2.100727345E2,-2.761018276E0,6.183352947E0,2.684926414E1
2.100925169E2,-3.503690481E0,7.754838943E0,1.796561241E1
2.101122714E2,-3.934697628E0,8.569295883E0,1.221506023E1
2.101319905E2,-4.070191383E0,9.215956688E0,7.709076405E0
2.101517644E2,-3.052045345E0,1.303340626E1,1.151545882E0
2.101715189E2,-3.546761274E0,2.047628021E1,-4.933103085E0
2.101912684E2,-6.226124287E0,2.306441689E1,-4.624129772E0
2.102110221E2,-1.014257717E1,1.995165443E1,1.482054472E0
2.102307767E2,-1.163151073E1,1.596072483E1,1.377338600E1
2.102505246E2,-7.968697548E0,1.017188931E1,2.612334251E1
2.102702471E2,-1.429113269E0,4.892126083E0,3.597848129E1
2.102900017E2,6.797111988E0,9.876375198E-1,4.117180252E1
2.103097806E2,1.304327583E1,-4.075275898E0,4.084368896E1
2.103295414E2,1.269362545E1,-5.177170753E0,3.773301697E1
2.103492960E2,1.323380470E1,-7.578667641E0,3.363560867E1
2.103690303E2,1.437159157E1,-8.769395828E0,2.416391945E1
2.103887990E2,1.409970760E1,-8.302197456E0,1.060409260E1
2.104085536E2,1.086341476E1,-7.150053024E0,-9.661021084E-2
2.104283144E2,7.865507126E0,-6.970292568E0,-4.682754040E0
2.104480525E2,7.096513748E0,-6.972685337E0,-6.078068733E0
2.104678071E2,7.663014412E0,-8.460422516E0,-7.927421570E0
2.104875602E2,9.159127235E0,-1.041864872E1,-8.546564102E0
2.105073090E2,9.906584740E0,-1.110239792E1,-9.544371605E0
2.105270636E2,8.664410591E0,-9.896415710E0,-1.275434303E1
2.105468775E2,5.514259815E0,-7.528418064E0,-1.598226070E1
2.105666244E2,2.662314177E0,-6.747460842E0,-1.366840076E1
2.105863789E2,3.070888758E0,-6.849454880E0,-4.121038914E0
2.106060661E2,3.712763548E0,-5.496014595E0,9.492626190E0
2.106258158E2,7.331309319E0,-2.354238272E0,2.529213524E1
2.106455705E2,1.121426201E1,1.568495274E0,3.764208984E1
2.106653405E2,1.012672424E1,3.657429457E0,4.125106430E1
2.106850731E2,5.484349728E0,6.770192623E0,4.086402512E1
2.107048277E2,1.662413478E0,7.868498325E0,3.497588730E1
2.107246118E2,-6.852445602E-1,8.880661964E0,2.129642105E1
2.107443952E2,-1.346560955E0,1.056820011E1,9.732208252E0
2.107641497E2,-2.088934183E0,1.109043407E1,4.093222141E0
2.107838309E2,-4.181457520E0,1.212413311E1,1.541875124E0
2.108036005E2,-6.648756981E0,1.481306744E1,9.394819736E-1
2.108233550E2,-8.783154488E0,1.732134438E1,2.171486616E-1
2.108430962E2,-9.424132347E0,1.602652740E1,-1.723131418E0
2.108628624E2,-9.939187050E0,1.228714466E1,-1.985444546E0
2.108826170E2,-1.145653534E1,1.010249710E1,3.308675528E0
2.109023849E2,-1.050927734E1,9.105886459E0,1.387268829E1
2.109221113E2,-7.123134136E0,1.015274620E1,3.137917709E1
2.109418659E2,2.341377020E0,6.420541286E0,4.370520401E1
2.109616353E2,1.411406422E1,1.149153113E0,4.557011032E1
2.109814207E2,2.206960106E1,-1.833201289E0,4.158636093E1
2.110011752E2,2.187189484E1,-5.311468124E0,3.001736259E1
2.110209062E2,1.620180130E1,-7.200302601E0,1.384277821E1
2.110406687E2,1.079402256E1,-6.593123913E0,2.364706993E0
2.110604233E2,7.788936615E0,-6.766603470E0,-3.537788391E0
2.110801865E2,6.280860424E0,-7.037291527E0,-7.092625618E0
2.110998971E2,5.516652584E0,-9.335896492E0,-9.549157143E0
2.111196516E2,5.934798241E0,-1.119242764E1,-8.696414948E0
2.111394177E2,7.709674358E0,-1.114576817E1,-6.891329288E0
2.111591951E2,7.240382195E0,-9.801898956E0,-7.544270515E0
2.111789497E2,5.296213627E0,-8.862715721E0,-7.008876801E0
2.111986758E2,5.081757069E0,-8.548956871E0,-3.329313517E0
2.112184539E2,4.856831551E0,-8.147561073E0,8.820542693E-1
2.112382084E2,5.907280922E0,-5.199902534E0,4.272684097E0
2.112579533E2,7.028318405E0,-3.167499065E0,1.182712460E1
2.112777004E2,9.834501266E0,-4.894518852E0,3.011068153E1
2.112974549E2,1.046471119E1,-3.554239035E0,4.460101700E1
2.113172147E2,7.162316322E0,2.044068813E0,4.203561401E1
2.113370034E2,4.644767761E0,5.846862316E0,3.129154015E1
2.113567579E2,1.733001828E0,7.857730389E0,1.979073715E1
2.113765043E2,-8.925228715E-1,8.989834785E0,1.004477024E1
2.113962282E2,-3.151347399E0,1.270020485E1,3.058326483E0
2.114159827E2,-5.512166023E0,1.752473450E1,1.292722464E0
2.114357231E2,-7.669295788E0,1.825065613E1,5.489733219E0
2.114554860E2,-8.192725182E0,1.501197147E1,1.091665554E1
2.114752405E2,-7.283751965E0,1.126181984E1,1.557966805E1
2.114950082E2,-2.993421078E0,5.719743252E0,1.486570930E1
2.115147357E2,-4.277170599E-1,4.492225647E0,1.185224915E1
2.115344902E2,1.034596682E0,4.660919189E0,1.177418327E1
2.115542912E2,5.321338654E0,2.708675146E0,1.411944866E1
2.115740115E2,1.245404339E1,1.672582984E0,1.439252949E1
2.115937661E2,1.981316948E1,6.999006122E-2,1.529103374E1
2.116135181E2,2.068146515E1,-2.656033039E0,9.959825516E0
2.116332616E2,1.450349617E1,-2.251047850E0,3.490829229E0
2.116530161E2,8.423632622E0,-1.575673699E0,2.241476536E0
2.116727633E2,4.787140846E0,-9.900303483E-1,6.396314144E0
2.116925482E2,3.704388618E0,-1.242772222E0,9.870991707E0
2.117123027E2,3.218346357E0,-4.917250574E-1,9.086444855E0
2.117320381E2,3.576372623E0,-2.688934505E-1,5.948556900E0
2.117517855E2,3.928416491E0,5.443671346E-2,7.112665176E0
2.117715396E2,3.221935749E0,4.342973232E-1,8.964410782E0
2.117912989E2,3.479463339E0,8.712865710E-1,1.010818005E1
2.118110435E2,2.888735056E0,1.429412484E0,1.349193001E1
2.118307976E2,3.865006685E0,1.267896891E0,1.646232033E1
2.118505771E2,4.865206718E0,1.969592094E0,1.534128284E1
2.118703294E2,5.285446167E0,3.707678795E0,1.092024422E1
2.118900836E2,5.300999641E0,5.124528885E0,6.709175587E0
2.119098262E2,4.911866665E0,6.037390709E0,4.142275333E0
2.119295581E2,4.029214382E0,6.821638107E0,4.831109047E0
2.119493122E2,4.158426762E0,5.775077343E0,7.643273830E0
2.119690817E2,4.212265015E0,4.907679081E0,9.153742790E0
2.119888100E2,3.869792461E0,4.790431023E0,7.546364307E0
2.120085643E2,3.421736479E0,5.213063240E0,4.035794258E0
2.120283608E2,3.038585663E0,5.567799091E0,2.161317110E0
2.120480854E2,3.036192894E0,5.584548950E0,2.500200510E0
2.120678396E2,4.226622105E0,5.628816128E0,4.203291893E0
2.120876142E2,4.996811867E0,5.517549992E0,4.872983456E0
2.121073795E2,4.093820572E0,5.770291805E0,4.850251675E0
2.121271337E2,3.281756163E0,5.950950146E0,4.543372154E0
2.121468794E2,3.019443035E0,6.170192242E0,4.229613304E0
2.121666354E2,2.730808735E0,6.183352947E0,3.889533281E0
2.121863896E2,2.536691189E0,6.189334869E0,4.156631947E0
2.122061711E2,2.793022156E0,6.165406704E0,4.572384834E0
2.122258851E2,2.427817583E0,6.256333828E0,5.360221863E0
2.122456393E2,1.783251047E0,6.443273067E0,5.640780449E0
2.122654133E2,1.689931035E0,6.830312252E0,5.728118420E0
2.122851396E2,1.876870275E0,7.057630539E0,5.789135456E0
2.123048938E2,1.544866085E0,7.181159973E0,6.028716564E0
2.123246707E2,1.203589797E0,7.498507977E0,6.454041004E0
2.123444617E2,1.053739309E0,7.541578770E0,7.504190922E0
2.123642159E2,7.040880919E-1,7.046862602E0,8.632705688E0
2.123839318E2,1.818545163E-1,6.498308182E0,9.947860718E0
2.124036773E2,-4.073780477E-1,6.274280071E0,1.063878822E1
2.124234314E2,-9.690931439E-1,6.516254425E0,1.003280640E1
2.124432039E2,-1.421934843E0,7.000202656E0,8.903393745E0
2.124629342E2,-1.135693431E0,7.110571384E0,8.210970879E0
2.124826883E2,-9.966106415E-1,6.924828529E0,8.055437088E0
2.125024855E2,-1.358525038E0,6.885347366E0,7.868498325E0
2.125222120E2,-1.009771109E0,6.585945129E0,8.330910683E0
2.125419661E2,8.015955985E-2,5.917450428E0,8.264809608E0
2.125617154E2,3.915255964E-1,5.559424400E0,6.902994156E0
2.125814625E2,-5.799604058E-1,5.649155140E0,4.477569580E0
2.126012167E2,-1.625623941E0,5.535496235E0,2.074876308E0
2.126209842E2,-1.522433400E0,4.680061817E0,6.245267391E-1
2.126407379E2,3.364906907E-1,2.565105915E0,1.686939955E0
2.126604921E2,2.616850615E0,-4.570291340E-1,4.206881523E0
2.126805758E2,3.154637575E0,-4.330410957E0,7.360621452E0
2.126999960E2,2.089831591E0,-7.000202656E0,9.790832520E0
2.127197502E2,4.766801834E0,-1.016351414E1,1.536281872E1
2.127394812E2,8.522934914E0,-1.259252834E1,2.020529366E1
2.127592736E2,1.019880867E1,-1.101625633E1,1.599751472E1
2.127790278E2,9.166305542E0,-5.618048668E0,9.407681465E0
2.127987746E2,7.052246571E0,-3.087339401E0,6.330511570E0
2.128185343E2,5.794518948E0,-3.726821184E0,9.310472488E0
2.128382885E2,4.402793884E0,-4.195216179E0,1.191805172E1
2.128580230E2,1.105484009E0,-9.696913958E-1,1.310249901E1
2.128777501E2,-8.853443861E-1,3.143570662E0,1.953799438E1
2.128975044E2,-1.726122379E0,5.843272686E0,3.110011482E1
2.129172878E2,9.424729943E-1,6.613462448E0,3.871646881E1
2.129370526E2,4.799104691E0,1.082453156E1,3.162474060E1
2.129568069E2,4.772783756E0,1.594517231E1,1.698216057E1
2.129765802E2,2.664707184E0,1.780409622E1,8.103293419E0
2.129963164E2,3.604189157E-1,1.660858154E1,5.290830135E0
2.130160707E2,-2.449652195E0,1.350269794E1,4.861019135E0
