"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.560602552E1,-3.571287692E-1,3.441776276E0,9.233902931E0
3.562578276E1,-4.037888348E-1,3.440579891E0,9.198010445E0
3.564556203E1,-5.114658475E-1,3.537489176E0,9.192028046E0
3.566530755E1,-3.068794906E-1,3.365206003E0,9.195617676E0
3.568506484E1,-2.889333367E-1,3.380759239E0,9.164510727E0
3.570480995E1,-3.463610709E-1,3.457329512E0,9.154939651E0
3.572456380E1,-3.786641955E-1,3.435794115E0,9.196813583E0
3.574432104E1,-4.564309120E-1,3.448954821E0,9.270991325E0
3.576405365E1,-3.858426511E-1,3.401098251E0,9.235098839E0
3.578382182E1,-3.774677813E-1,3.414258718E0,9.310472488E0
3.580357906E1,-3.320041299E-1,3.428615808E0,9.217152596E0
3.582333917E1,-3.607180119E-1,3.438187122E0,9.202795982E0
3.584307766E1,-3.822534084E-1,3.456133127E0,9.163313866E0
3.586283490E1,-4.229314029E-1,3.413062334E0,9.272188187E0
3.588261979E1,-4.193421602E-1,3.431008577E0,9.279366493E0
3.590238635E1,-3.499503136E-1,3.462115288E0,9.183652878E0
3.592214359E1,-3.236292601E-1,3.469293833E0,9.101998329E0
3.594187396E1,-3.475574851E-1,3.447758436E0,9.174081802E0
3.596165807E1,-3.702892959E-1,3.398705482E0,9.309276581E0
3.598141531E1,-3.822534084E-1,3.421437263E0,9.336793900E0
3.600116453E1,-3.750749528E-1,3.470490217E0,9.257830620E0
3.602090625E1,-3.487538993E-1,3.484847069E0,9.132207870E0
3.604066349E1,-3.320041299E-1,3.482454300E0,9.048159599E0
3.606044302E1,-3.655036688E-1,3.501596928E0,9.039784431E0
3.608015979E1,-3.942175210E-1,3.468097210E0,9.180064201E0
3.609991703E1,-3.726821244E-1,3.439383507E0,9.217152596E0
3.611967844E1,-3.834498227E-1,3.456133127E0,9.218349457E0
3.613946833E1,-3.978067636E-1,3.373580933E0,9.312865257E0
3.615922557E1,-4.157529473E-1,3.361616611E0,9.361918449E0
3.617894854E1,-3.882354796E-1,3.438187122E0,9.250652313E0
3.619874609E1,-3.774677813E-1,3.458526134E0,9.202795982E0
3.621850333E1,-3.367897868E-1,3.482454300E0,9.177671432E0
3.623826260E1,-3.726821244E-1,3.493221998E0,9.182456970E0
3.625799557E1,-3.595215976E-1,3.519542933E0,9.084052086E0
3.627775281E1,-3.690928817E-1,3.519542933E0,9.078069687E0
3.629750672E1,-3.750749528E-1,3.471686602E0,9.144171715E0
3.631727151E1,-4.049852192E-1,3.459722519E0,9.187242508E0
3.633702870E1,-3.894318938E-1,3.429812193E0,9.230313301E0
3.635681552E1,-3.930211067E-1,3.389134169E0,9.269794464E0
3.637656109E1,-3.607180119E-1,3.399901867E0,9.334401131E0
3.639631828E1,-4.325026870E-1,3.560220957E0,9.432806015E0
3.641605781E1,-3.080759048E-1,3.361616611E0,9.422038078E0
3.643581568E1,-4.372883439E-1,3.349652529E0,8.629117012E0
3.645557286E1,-3.643072546E-1,3.689732552E0,9.309276581E0
3.647535911E1,-3.212364316E-1,3.373580933E0,9.033802986E0
3.649508490E1,-4.313062727E-1,3.556631804E0,9.312865257E0
3.651484208E1,-3.523431420E-1,3.402294636E0,9.114261627E0
3.653458385E1,-3.906283081E-1,3.509971619E0,9.225527763E0
3.655433703E1,-3.966103494E-1,3.483650684E0,9.297312737E0
3.657409422E1,-4.301098585E-1,3.438187122E0,9.241081238E0
3.659386354E1,-3.595215976E-1,3.421437263E0,9.320044518E0
3.661362219E1,-3.607180119E-1,3.441776276E0,9.306883812E0
3.663337938E1,-3.750749528E-1,3.514757395E0,9.174081802E0
3.665313974E1,-3.260220885E-1,3.509971619E0,9.026624680E0
3.667287823E1,-3.224328458E-1,3.498007536E0,9.002696037E0
3.669263542E1,-3.834498227E-1,3.515953779E0,9.168100357E0
3.671240911E1,-3.906283081E-1,3.465704441E0,9.205188751E0
3.673216526E1,-4.444667995E-1,3.465704441E0,9.194420815E0
3.675192245E1,-3.930211067E-1,3.427419424E0,9.243474007E0
3.677168219E1,-4.049852192E-1,3.433401346E0,9.327222824E0
3.679144005E1,-3.511467278E-1,3.457329512E0,9.381360054E0
3.681119724E1,-4.313062727E-1,3.436990738E0,9.087641716E0
3.683093245E1,-3.762713671E-1,3.509971619E0,9.187242508E0
3.685071234E1,-3.499503136E-1,3.536292791E0,9.138189316E0
3.687046953E1,-3.451646566E-1,3.482454300E0,9.139386177E0
3.689019505E1,-3.870390654E-1,3.474079370E0,9.050552368E0
3.690996599E1,-4.133601189E-1,3.482454300E0,9.226723671E0
3.692972318E1,-3.846462369E-1,3.465704441E0,9.266205788E0
3.694946349E1,-3.918247223E-1,3.434597731E0,9.336793900E0
3.696922427E1,-3.990031779E-1,3.419044495E0,9.229117393E0
3.698898146E1,-3.846462369E-1,3.439383507E0,9.199206352E0
3.700872911E1,-3.678964674E-1,3.462115288E0,9.165707588E0
3.702848224E1,-3.631108403E-1,3.493221998E0,9.150154114E0
3.704823943E1,-3.595215976E-1,3.447758436E0,9.190832138E0
3.706801578E1,-3.655036688E-1,3.463311672E0,9.150154114E0
3.708775490E1,-3.882354796E-1,3.523132324E0,9.287740707E0
3.710751208E1,-3.750749528E-1,3.374777317E0,9.013463974E0
3.712728443E1,-4.289134443E-1,3.499203920E0,9.251849174E0
3.714705214E1,-3.475574851E-1,3.435794115E0,9.116654396E0
3.716680932E1,-3.655036688E-1,3.474079370E0,9.163313866E0
3.718655510E1,-3.643072546E-1,3.458526134E0,9.104391098E0
3.720631745E1,-3.320041299E-1,3.398705482E0,9.230313301E0
3.722607469E1,-3.714857101E-1,3.320639610E0,9.419645309E0
3.724579396E1,-3.954139352E-1,3.333800077E0,9.520144463E0
3.726555885E1,-3.822534084E-1,3.368795156E0,9.351150513E0
3.728531604E1,-3.224328458E-1,3.395116329E0,9.069695473E0
3.730505714E1,-3.236292601E-1,3.432204962E0,8.993124962E0
3.732482594E1,-3.810569942E-1,3.475275755E0,9.101998329E0
3.734458286E1,-4.348955154E-1,3.472882986E0,9.212367058E0
3.736433984E1,-3.726821244E-1,3.372384310E0,9.192028046E0
3.738409344E1,-3.547359705E-1,3.367598772E0,9.269794464E0
3.740385042E1,-3.750749528E-1,3.326621771E0,9.337990761E0
3.742359964E1,-4.001995921E-1,3.369991541E0,9.364311218E0
3.744336474E1,-3.487538993E-1,3.361616611E0,9.302098274E0
3.746312172E1,-3.499503136E-1,3.419044495E0,9.220742226E0
3.748287911E1,-3.523431420E-1,3.420240879E0,9.172885895E0
3.750263516E1,-3.511467278E-1,3.429812193E0,9.154939651E0
3.752239208E1,-3.714857101E-1,3.458526134E0,9.131011009E0
3.754211984E1,-3.439682424E-1,3.444169044E0,9.151350021E0
3.756190219E1,-3.738785386E-1,3.440579891E0,9.202795982E0
3.758165911E1,-3.822534084E-1,3.450151205E0,9.256634712E0
3.760138828E1,-3.499503136E-1,3.387937784E0,9.208778381E0
3.762118177E1,-4.061816335E-1,3.414258718E0,9.245866776E0
3.764093875E1,-3.846462369E-1,3.415455103E0,9.266205788E0
3.766069214E1,-3.188436031E-1,3.407080412E0,9.205188751E0
3.768073677E1,-3.272185028E-1,3.409473181E0,9.194420815E0
3.770049375E1,-3.607180119E-1,3.439383507E0,9.177671432E0
3.771991115E1,-2.997010350E-1,3.371187925E0,9.207581520E0
3.773968531E1,-4.085744619E-1,3.416651726E0,9.267401695E0
3.775944224E1,-3.846462369E-1,3.401098251E0,9.274580956E0
3.777921625E1,-3.607180119E-1,3.389134169E0,9.195617676E0
3.779893859E1,-3.930211067E-1,3.435794115E0,9.132207870E0
3.781869557E1,-3.990031779E-1,3.435794115E0,9.212367058E0
3.783848172E1,-5.751747489E-1,3.680161238E0,9.297312737E0
3.785822661E1,-1.462612897E-1,3.052344322E0,9.373882294E0
3.787798354E1,-4.241278172E-1,3.367598772E0,9.334401131E0
3.789773156E1,-3.451646566E-1,3.402294636E0,9.215956688E0
3.791750151E1,-3.188436031E-1,3.336193085E0,9.162117958E0
3.793725849E1,-3.080759048E-1,3.353241920E0,9.152546883E0
3.795699094E1,-3.595215976E-1,3.391526937E0,9.248259544E0
3.797677661E1,-4.205385745E-1,3.379562855E0,9.233902931E0
3.799653359E1,-4.432703853E-1,3.404687405E0,9.223134995E0
3.801657922E1,-4.157529473E-1,3.377170086E0,9.263813019E0
3.803601573E1,-3.487538993E-1,3.346063375E0,9.269794464E0
3.805577266E1,-3.595215976E-1,3.392723322E0,9.193224907E0
3.807554464E1,-3.439682424E-1,3.409473181E0,9.186046600E0
3.809529516E1,-3.403790295E-1,3.399901867E0,9.176474571E0
3.811505214E1,-4.133601189E-1,3.415455103E0,9.202795982E0
3.813479094E1,-3.978067636E-1,3.405884027E0,9.250652313E0
3.815458516E1,-3.678964674E-1,3.350848913E0,9.231510162E0
3.817434214E1,-3.607180119E-1,3.358027458E0,9.256634712E0
3.819405953E1,-4.408775866E-1,3.442972660E0,9.238688469E0
3.821380344E1,-3.008974493E-1,3.288336515E0,9.284152031E0
3.823356042E1,-4.719842672E-1,3.462115288E0,9.235098839E0
3.825331781E1,-3.499503136E-1,3.369991541E0,9.199206352E0
3.827309911E1,-3.152543902E-1,3.378366470E0,9.174081802E0
3.829285604E1,-3.343969584E-1,3.399901867E0,9.142974854E0
3.831258578E1,-3.451646566E-1,3.371187925E0,9.219545364E0
3.833238901E1,-3.810569942E-1,3.384348631E0,9.171689034E0
3.835214583E1,-4.636093974E-1,3.358027458E0,9.291330338E0
3.837189771E1,-4.648058116E-1,3.405884027E0,9.355937004E0
3.839164172E1,-3.104687333E-1,3.277568817E0,9.249456406E0
3.841139854E1,-2.503490746E-1,3.271586657E0,9.250652313E0
3.843116016E1,-3.846462369E-1,3.453740358E0,9.152546883E0
3.845090625E1,-3.702892959E-1,3.397509098E0,9.205188751E0
3.847066307E1,-3.714857101E-1,3.326621771E0,9.332008362E0
3.849038698E1,-3.044866920E-1,3.329014540E0,9.326025963E0
3.851015641E1,-3.547359705E-1,3.399901867E0,9.261420250E0
3.852991318E1,-3.726821244E-1,3.387937784E0,9.159725189E0
3.854965453E1,-3.547359705E-1,3.402294636E0,9.091230392E0
3.856941411E1,-4.073780477E-1,3.498007536E0,9.063713074E0
3.858917088E1,-5.488536954E-1,3.627519131E0,9.126225471E0
3.860892141E1,-6.577271223E-1,3.592524052E0,9.146564484E0
3.862868469E1,-4.516452849E-1,3.371187925E0,9.272188187E0
3.864844146E1,-4.313062727E-1,3.396312714E0,9.254241943E0
3.866819417E1,-5.282155871E-1,3.484847069E0,9.345169067E0
3.868794396E1,-4.001995921E-1,3.457329512E0,9.224330902E0
3.870770073E1,-4.241278172E-1,3.407080412E0,9.227920532E0
3.872742849E1,-2.913261652E-1,3.338585854E0,9.109176636E0
3.874718807E1,-1.558325738E-1,3.161516905E0,9.207581520E0
3.876694484E1,-6.131608039E-2,3.126821041E0,9.061320305E0
3.878674031E1,-1.043868884E-1,3.012862921E0,9.279366493E0
3.880644375E1,-7.328019291E-2,2.949453115E0,9.453145027E0
3.882620057E1,-1.594218016E-1,2.975774050E0,9.578767776E0
3.884597375E1,-2.108674943E-1,2.970988512E0,9.518947601E0
3.886572297E1,-2.060818523E-1,3.002095222E0,9.467501640E0
3.888547974E1,-2.431706041E-1,3.004487991E0,9.515357971E0
3.890524917E1,-3.068794906E-1,3.156731367E0,9.480662346E0
3.892499443E1,-2.985046208E-1,3.217748165E0,9.353543282E0
3.894475120E1,-2.635096014E-1,3.210569859E0,9.219545364E0
3.896451927E1,-2.216351926E-1,3.214159012E0,9.156135559E0
3.898424359E1,-2.817548811E-1,3.262015581E0,9.206384659E0
3.900400042E1,-3.391826153E-1,3.285943747E0,9.211171150E0
3.902374875E1,-2.491526604E-1,3.198605776E0,9.278169632E0
3.904351490E1,-2.889333367E-1,3.173480988E0,9.340383530E0
3.906327167E1,-3.080759048E-1,3.168695450E0,9.355937004E0
3.908299724E1,-2.925225794E-1,3.128017426E0,9.405288696E0
3.910277745E1,-2.647060156E-1,3.076272726E0,9.457930565E0
3.912253422E1,-2.793620527E-1,3.124428272E0,9.462716103E0
3.914231245E1,-2.670988142E-1,3.184248686E0,9.386145592E0
3.916204552E1,-2.685943544E-1,3.250051260E0,9.186046600E0
3.918180229E1,-2.539383173E-1,3.252444267E0,9.067302704E0
3.920153646E1,-2.865405083E-1,3.227319479E0,9.133403778E0
3.922133823E1,-3.511467278E-1,3.248854876E0,9.267401695E0
3.924109510E1,-3.332005441E-1,3.206980467E0,9.305686951E0
3.926081120E1,-3.200400174E-1,3.198605776E0,9.355937004E0
3.928056208E1,-2.949153781E-1,3.151945591E0,9.351150513E0
3.930031891E1,-2.757728100E-1,3.098107100E0,9.378967285E0
3.932006318E1,-3.343969584E-1,3.129213810E0,9.363115311E0
3.933981104E1,-2.383849621E-1,3.159124136E0,9.377471924E0
3.935956714E1,-2.383849621E-1,3.233301640E0,9.273384094E0
3.937935042E1,-3.068794906E-1,3.300300598E0,9.127422333E0
3.939910672E1,-2.973082066E-1,3.223730326E0,9.139386177E0
3.941886286E1,-2.745763958E-1,3.278765202E0,9.219545364E0
3.943859771E1,-3.020938635E-1,3.245265722E0,9.278169632E0
3.945838719E1,-3.116651475E-1,3.204587698E0,9.320044518E0
3.947814328E1,-3.116651475E-1,3.166302681E0,9.334401131E0
3.949786214E1,-4.325026870E-1,3.110071182E0,9.273384094E0
3.951762219E1,-4.612165689E-1,3.167499065E0,9.434001923E0
3.953737828E1,-3.451646566E-1,3.217748165E0,9.257830620E0
3.955711302E1,-4.037888348E-1,3.240479946E0,9.226723671E0
3.957692135E1,-3.690928817E-1,3.379562855E0,9.219545364E0
3.959667745E1,-2.817548811E-1,3.167499065E0,9.272188187E0
3.961641172E1,-2.539383173E-1,3.135195971E0,9.376275063E0
3.963615740E1,-4.336991012E-1,3.089732170E0,9.552447319E0
3.965591354E1,-3.188436031E-1,3.087339401E0,9.544072151E0
3.967567807E1,-2.587239444E-1,3.143570662E0,9.282955170E0
3.969544281E1,-2.395813614E-1,3.216551781E0,9.093623161E0
3.971519891E1,-1.917249113E-1,3.208176851E0,9.070891380E0
3.973492484E1,-2.721835673E-1,3.174677372E0,9.300901413E0
3.975467943E1,-4.193421602E-1,3.209373474E0,9.413662910E0
3.977443557E1,-4.552344978E-1,3.180659533E0,9.419645309E0
3.979422078E1,-4.217349887E-1,3.210569859E0,9.334401131E0
3.981397901E1,-3.846462369E-1,3.195016384E0,9.213563919E0
3.983373516E1,-3.667000830E-1,3.212962627E0,9.217152596E0
3.985347766E1,-4.372883439E-1,3.259622574E0,9.300901413E0
3.987324318E1,-4.157529473E-1,3.157927752E0,9.272188187E0
3.989299932E1,-3.355933726E-1,3.174677372E0,9.270991325E0
3.991275495E1,-3.212364316E-1,3.135195971E0,9.342776299E0
3.993252661E1,-3.140579760E-1,3.138785124E0,9.365508080E0
3.995228271E1,-3.320041299E-1,3.172284603E0,9.332008362E0
3.997199635E1,-3.439682424E-1,3.218944550E0,9.294919968E0
3.999177088E1,-3.439682424E-1,3.211766243E0,9.365508080E0
4.001152698E1,-3.308077157E-1,3.197409153E0,9.305686951E0
4.003131495E1,-3.523431420E-1,3.206980467E0,9.255437851E0
4.005105323E1,-3.583251834E-1,3.229712248E0,9.265008926E0
4.007080932E1,-3.798605800E-1,3.211766243E0,9.311669350E0
4.009054880E1,-3.690928817E-1,3.175873756E0,9.257830620E0
4.011031370E1,-3.774677813E-1,3.206980467E0,9.337990761E0
4.013006979E1,-3.355933726E-1,3.192623615E0,9.314062119E0
4.014981088E1,-2.949153781E-1,3.148356438E0,9.263813019E0
4.016955838E1,-3.343969584E-1,3.200998545E0,9.267401695E0
4.018931448E1,-3.248256743E-1,3.148356438E0,9.320044518E0
4.020906641E1,-3.032902777E-1,3.144767046E0,9.398110390E0
4.022882604E1,-3.296113312E-1,3.196212769E0,9.340383530E0
4.024858214E1,-3.714857101E-1,3.230908871E0,9.285347939E0
4.026836651E1,-4.073780477E-1,3.202194929E0,9.218349457E0
4.028809177E1,-3.248256743E-1,3.128017426E0,9.219545364E0
4.030784786E1,-3.212364316E-1,3.151945591E0,9.323633194E0
4.032760083E1,-3.475574851E-1,3.169891834E0,9.340383530E0
4.034735557E1,-3.643072546E-1,3.089732170E0,9.411270142E0
4.036711161E1,-3.164508045E-1,3.010469913E0,9.478269577E0
4.038688870E1,-3.786641955E-1,3.083750248E0,9.502198219E0
4.040665698E1,-4.037888348E-1,3.161516905E0,9.382556915E0
4.042641302E1,-2.889333367E-1,3.165106058E0,9.243474007E0
4.044617833E1,-2.659024298E-1,3.130410194E0,9.128618240E0
4.046589620E1,-3.379862010E-1,3.187838078E0,9.142974854E0
4.048565229E1,-3.822534084E-1,3.147160053E0,9.270991325E0
4.050541198E1,-4.169493318E-1,3.119642496E0,9.367900848E0
4.052517917E1,-4.049852192E-1,3.069094181E0,9.423234940E0
4.054493526E1,-4.169493318E-1,3.042773008E0,9.455537796E0
4.056468042E1,-3.487538993E-1,3.040380239E0,9.412467003E0
4.058443693E1,-3.379862010E-1,3.058326483E0,9.333204269E0
4.060419297E1,-3.355933726E-1,3.101696253E0,9.322437286E0
4.062393188E1,-4.013960063E-1,3.153141975E0,9.353543282E0
4.064369823E1,-4.073780477E-1,3.167499065E0,9.286544800E0
4.066345427E1,-3.511467278E-1,3.132802963E0,9.270991325E0
4.068319214E1,-3.379862010E-1,3.117249727E0,9.278169632E0
4.070297661E1,-3.535395563E-1,3.112463951E0,9.327222824E0
4.072273271E1,-3.726821244E-1,3.093321562E0,9.324830055E0
4.074249458E1,-3.619144261E-1,3.110071182E0,9.375079155E0
4.076223547E1,-4.205385745E-1,3.088535786E0,9.407681465E0
4.078199151E1,-3.643072546E-1,3.106482029E0,9.371489525E0
4.080175641E1,-3.511467278E-1,3.110071182E0,9.347561836E0
4.082151818E1,-3.655036688E-1,3.096910715E0,9.352347374E0
4.084127422E1,-4.037888348E-1,3.214159012E0,9.320044518E0
4.086101917E1,-4.097708762E-1,3.141177893E0,9.209974289E0
4.088075943E1,-3.822534084E-1,3.112463951E0,9.348757744E0
4.090051552E1,-4.253242314E-1,3.142374277E0,9.327222824E0
4.092062115E1,-3.236292601E-1,3.102892876E0,9.340383530E0
4.094000667E1,-3.152543902E-1,3.118446112E0,9.343972206E0
4.095976271E1,-3.762713671E-1,3.128017426E0,9.267401695E0
4.097954073E1,-3.056831062E-1,3.111267567E0,9.363115311E0
4.099927354E1,-3.296113312E-1,3.024827003E0,9.316454887E0
4.101902964E1,-2.757728100E-1,3.030808926E0,9.521340370E0
4.103880667E1,-3.870390654E-1,3.114856958E0,9.407681465E0
4.105855214E1,-3.415754437E-1,3.120838881E0,9.254241943E0
4.107830818E1,-3.056831062E-1,3.181855917E0,9.072088242E0
4.109804896E1,-2.973082066E-1,3.113660574E0,9.120243073E0
4.111779620E1,-3.690928817E-1,3.084946632E0,9.324830055E0
4.113755224E1,-4.731806815E-1,3.093321562E0,9.425627708E0
4.115733250E1,-4.205385745E-1,3.041576624E0,9.510572433E0
4.117708380E1,-4.049852192E-1,3.036791086E0,9.509376526E0
4.119683990E1,-3.355933726E-1,3.039183855E0,9.424430847E0
4.121658896E1,-3.236292601E-1,3.110071182E0,9.238688469E0
4.123674146E1,-3.188436031E-1,3.173480988E0,9.169296265E0
4.125649750E1,-3.774677813E-1,3.183052301E0,9.193224907E0
4.127584484E1,-3.954139352E-1,3.159124136E0,9.293723106E0
4.129560094E1,-4.097708762E-1,3.136392355E0,9.361918449E0
4.131537417E1,-4.384847581E-1,3.111267567E0,9.414859772E0
4.133509740E1,-3.535395563E-1,3.021237612E0,9.384949684E0
4.135485344E1,-3.559323549E-1,3.018844843E0,9.376275063E0
4.137460385E1,-3.834498227E-1,3.037987471E0,9.395717621E0
4.139439594E1,-3.726821244E-1,3.067897797E0,9.386145592E0
4.141415172E1,-4.013960063E-1,3.136392355E0,9.294919968E0
4.143390073E1,-3.678964674E-1,3.177070379E0,9.232706070E0
4.145363156E1,-3.535395563E-1,3.126821041E0,9.227920532E0
4.147338734E1,-3.714857101E-1,3.169891834E0,9.259027481E0
4.149315609E1,-3.690928817E-1,3.105285645E0,9.315258980E0
4.151290604E1,-4.336991012E-1,3.111267567E0,9.377471924E0
4.153266182E1,-3.846462369E-1,3.065505028E0,9.439984322E0
4.155244323E1,-3.690928817E-1,3.047558784E0,9.372686386E0
4.157215156E1,-4.001995921E-1,3.126821041E0,9.345169067E0
4.159190740E1,-3.200400174E-1,2.955435038E0,9.429216385E0
4.161170505E1,-4.408775866E-1,3.150749207E0,9.376275063E0
4.163145885E1,-3.463610709E-1,3.107678413E0,9.420842171E0
4.165121464E1,-3.583251834E-1,3.105285645E0,9.352347374E0
4.167096552E1,-3.631108403E-1,3.259622574E0,9.162117958E0
4.169071672E1,-3.942175210E-1,3.191427231E0,9.125029564E0
4.171047250E1,-4.301098585E-1,3.202194929E0,9.159725189E0
4.173058740E1,-4.528416991E-1,3.086143017E0,9.304491043E0
4.174996349E1,-3.008974493E-1,3.011666298E0,9.429216385E0
4.176971922E1,-4.695914388E-1,3.206980467E0,9.282955170E0
4.178945776E1,-2.913261652E-1,2.975774050E0,9.273384094E0
4.180922057E1,-4.217349887E-1,3.011666298E0,9.514162064E0
4.182897635E1,-4.624129832E-1,3.067897797E0,9.496215820E0
4.184873021E1,-4.336991012E-1,3.071486950E0,9.372686386E0
4.186851323E1,-4.181457460E-1,3.112463951E0,9.375079155E0
4.188826901E1,-3.415754437E-1,3.049951553E0,9.276973724E0
4.190801547E1,-2.925225794E-1,3.041576624E0,9.263813019E0
4.192773635E1,-3.487538993E-1,3.081357241E0,9.285347939E0
4.194749214E1,-4.420739710E-1,3.061915636E0,9.364311218E0
4.196728161E1,-4.492524564E-1,3.081357241E0,9.384949684E0
4.198700047E1,-4.097708762E-1,3.118446112E0,9.420842171E0
4.200675625E1,-4.085744619E-1,3.055933714E0,9.376275063E0
4.202658182E1,-2.276172489E-1,2.724228621E0,9.287740707E0
4.204669401E1,-2.937189937E-1,3.037987471E0,9.497411728E0
4.206644979E1,-6.254240274E-1,3.288336515E0,9.364311218E0
4.208582953E1,-3.714857101E-1,3.066701412E0,9.297312737E0
4.210556510E1,-3.906283081E-1,3.119642496E0,9.337990761E0
4.212532088E1,-5.548357368E-1,3.288336515E0,9.207581520E0
4.214506599E1,-4.360919297E-1,3.082553864E0,9.255437851E0
4.216483349E1,-4.360919297E-1,3.195016384E0,9.221938133E0
4.218458932E1,-3.415754437E-1,3.210569859E0,9.120243073E0
4.220433568E1,-2.503490746E-1,3.111267567E0,9.087641716E0
4.222408479E1,-2.024926096E-1,2.988934517E0,9.237491608E0
4.224384057E1,-3.607180119E-1,3.089732170E0,9.297312737E0
4.226359005E1,-5.174478889E-1,3.028416157E0,9.621838570E0
4.228336984E1,-5.931209326E-1,3.017648458E0,9.701101303E0
4.230312568E1,-5.198407173E-1,3.067897797E0,9.447162628E0
4.232285338E1,-2.937189937E-1,2.998505831E0,9.322437286E0
4.234262995E1,-3.080759048E-1,2.950649500E0,9.232706070E0
4.236238573E1,-3.523431420E-1,3.026023388E0,9.200403214E0
4.238211250E1,-4.109672904E-1,3.018844843E0,9.343972206E0
4.240191229E1,-4.384847581E-1,3.005684376E0,9.407681465E0
4.242166792E1,-4.301098585E-1,3.005684376E0,9.388538361E0
4.244141031E1,-4.229314029E-1,2.932703257E0,9.390931129E0
4.246117927E1,-4.755735099E-1,3.083750248E0,9.425627708E0
4.248093490E1,-4.899304509E-1,3.089732170E0,9.358329773E0
4.250068026E1,-4.325026870E-1,3.059522867E0,9.306883812E0
4.252043875E1,-4.217349887E-1,3.040380239E0,9.297312737E0
4.254019438E1,-3.571287692E-1,2.990130901E0,9.358329773E0
4.255991651E1,-4.360919297E-1,3.071486950E0,9.428020477E0
4.257966411E1,-4.791627228E-1,2.973381281E0,9.456734657E0
4.259941974E1,-4.456632137E-1,2.959024191E0,9.384949684E0
4.261920828E1,-4.851447940E-1,2.998505831E0,9.424430847E0
4.263896005E1,-4.564309120E-1,3.027219772E0,9.330811501E0
4.265871573E1,-3.822534084E-1,3.041576624E0,9.308079720E0
4.267846443E1,-4.660021961E-1,3.046362400E0,9.323633194E0
4.269820802E1,-4.229314029E-1,3.058326483E0,9.317651749E0
4.271796365E1,-3.714857101E-1,3.051147938E0,9.266205788E0
4.273773620E1,-4.289134443E-1,3.048755169E0,9.329615593E0
4.275747760E1,-4.169493318E-1,3.054737091E0,9.304491043E0
4.277723323E1,-4.851447940E-1,3.027219772E0,9.381360054E0
4.279699318E1,-5.620142221E-1,3.084946632E0,9.456734657E0
4.281677349E1,-4.157529473E-1,2.992523909E0,9.339186668E0
4.283652911E1,-3.810569942E-1,3.008077145E0,9.261420250E0
4.285627448E1,-4.181457460E-1,3.061915636E0,9.280562401E0
4.287600859E1,-4.384847581E-1,3.049951553E0,9.367900848E0
4.289576427E1,-4.360919297E-1,2.949453115E0,9.468698502E0
4.291551271E1,-4.360919297E-1,2.972184896E0,9.518947601E0
4.293526927E1,-4.995017350E-1,3.057130098E0,9.490233421E0
4.295502490E1,-4.301098585E-1,3.066701412E0,9.267401695E0
4.297477875E1,-4.013960063E-1,3.086143017E0,9.168100357E0
4.299454427E1,-4.301098585E-1,3.123231649E0,9.164510727E0
4.301429990E1,-4.468596280E-1,3.090928555E0,9.233902931E0
4.303405922E1,-4.791627228E-1,3.055933714E0,9.373882294E0
4.305381078E1,-5.138586760E-1,3.041576624E0,9.381360054E0
4.307356641E1,-4.648058116E-1,2.997309446E0,9.392127991E0
4.309330573E1,-4.731806815E-1,3.009273529E0,9.389735222E0
4.311307474E1,-4.612165689E-1,3.035594702E0,9.419645309E0
4.313283042E1,-4.552344978E-1,3.004487991E0,9.383752823E0
4.315259193E1,-4.480560422E-1,2.981756210E0,9.357132912E0
4.317238865E1,-4.851447940E-1,3.036791086E0,9.404091835E0
4.319214432E1,-4.683950245E-1,3.023630619E0,9.386145592E0
4.321189995E1,-4.695914388E-1,3.073879719E0,9.282955170E0
4.323163078E1,-4.552344978E-1,3.092125177E0,9.239884377E0
4.325138641E1,-4.719842672E-1,3.077768087E0,9.267401695E0
4.327115568E1,-4.731806815E-1,3.030808926E0,9.298508644E0
4.329087417E1,-4.971089065E-1,3.046362400E0,9.371489525E0
4.331062979E1,-4.480560422E-1,2.985345364E0,9.414859772E0
4.333039396E1,-4.504488707E-1,2.976970434E0,9.394520760E0
4.335011104E1,-4.432703853E-1,3.004487991E0,9.423234940E0
4.336986667E1,-4.516452849E-1,3.034398317E0,9.370293617E0
4.338967010E1,-4.803591371E-1,3.053540707E0,9.330811501E0
4.340940391E1,-5.066801906E-1,3.070290565E0,9.279366493E0
4.342915958E1,-4.612165689E-1,3.073879719E0,9.282955170E0
4.344892443E1,-4.025924206E-1,3.045166016E0,9.213563919E0
4.346867193E1,-4.516452849E-1,3.118446112E0,9.229117393E0
4.348842766E1,-4.983053207E-1,3.101696253E0,9.279366493E0
4.350818667E1,-4.707878530E-1,3.008077145E0,9.414859772E0
4.352791838E1,-4.588237405E-1,2.937488794E0,9.512965202E0
4.354767411E1,-5.090730190E-1,2.999702215E0,9.550054550E0
4.356743885E1,-5.282155871E-1,3.059522867E0,9.434001923E0
4.358718234E1,-4.396811724E-1,3.077768087E0,9.266205788E0
4.360693812E1,-4.037888348E-1,3.106482029E0,9.145368576E0
4.362669417E1,-4.971089065E-1,3.135195971E0,9.172885895E0
4.364647510E1,-5.174478889E-1,3.119642496E0,9.243474007E0
4.366623083E1,-5.356931686E-1,3.086143017E0,9.328418732E0
4.368596646E1,-4.528416991E-1,2.996113062E0,9.388538361E0
